Date,FXI,PTR,CHL,LFC,BIDU
6/15/06,15.78,3.35,18.28,6.88,8.25
6/16/06,15.79,3.51,18.96,7.38,8.27
6/19/06,15.48,3.47,18.91,7.21,7.88
6/20/06,15.49,3.4,18.53,6.95,7.91
6/21/06,15.95,3.47,18.8,7.08,8.44
6/22/06,15.9,3.51,19.16,7.11,8.02
6/23/06,16.05,3.49,19.1,7.21,8.1
6/26/06,16.09,3.54,19.25,7.38,8.19
6/27/06,16.02,3.6,19.28,7.51,8.2
6/28/06,16.41,3.63,19.16,7.74,8.01
6/29/06,17.15,3.65,19.3,7.84,8.36
6/30/06,17.07,3.79,20.12,8.07,8.25
2007-03-06,17.33,3.81,20.27,8.1,8.59
2007-04-06,17.33,3.86,20.25,8.07,8.59
2007-05-06,16.87,3.83,20.05,7.94,8.4
2007-06-06,17.33,3.9,20.52,8.14,8.75
2007-07-06,17,3.9,20.55,8.2,8.72
2007-10-06,17.26,3.86,20.75,8.23,8.41
2007-11-06,17.3,3.83,20.55,8.23,8.61
2007-12-06,17.09,3.9,20.73,8.27,8.5
7/13/06,16.54,3.88,20.3,8.17,8.34
7/14/06,16.55,3.9,19.98,8.04,8.77
7/17/06,16.32,3.86,20.07,7.97,9.3
7/18/06,16.47,3.81,19.98,8.07,9.27
7/19/06,17.14,3.86,20.27,8.27,9.16
7/20/06,16.89,3.92,21.02,8.43,8.88
7/21/06,16.82,3.9,20.93,8.33,8.86
7/24/06,17.36,3.9,21.02,8.27,8.94
7/25/06,17.27,3.98,21.16,8.3,8.98
7/26/06,17.15,3.97,21.27,8.42,9.2
7/27/06,17.42,4.01,22.36,8.58,7.28
7/28/06,17.63,4.05,22.79,8.63,7.26
7/31/06,17.48,4.02,22.67,8.62,7.17
2008-01-06,17.13,3.96,22.33,8.54,7.07
2008-02-06,17.36,3.96,22.45,8.5,6.87
2008-03-06,17.41,4,22.4,8.64,7.35
2008-04-06,17.27,3.97,22.11,8.56,7.47
2008-07-06,17.39,4.02,22.31,8.59,7.4
2008-08-06,17.41,4.05,22.56,8.63,7.35
2008-09-06,17.62,4.12,23.6,8.73,7.02
2008-10-06,17.77,4.11,23.33,8.85,7.1
2008-11-06,17.77,4.14,23.31,8.87,7.2
8/14/06,17.83,4.15,23.35,9.17,7.09
8/15/06,18.14,4.11,23.26,9.13,7.67
8/16/06,18.23,4.13,23.76,9.17,7.82
8/17/06,17.91,4.08,23.42,9.05,8.11
8/18/06,17.87,4,23.44,9.16,8.02
8/21/06,17.63,3.99,22.58,9.05,7.89
8/22/06,17.75,4.12,22.81,9.27,7.94
8/23/06,17.51,4.11,22.65,9.22,7.69
8/24/06,17.46,4.07,22.27,9.14,7.66
8/25/06,17.42,4.06,22.49,9.02,7.68
8/28/06,17.41,4.05,22.61,8.87,7.74
8/29/06,17.58,4.06,23.06,9.14,7.68
8/30/06,17.66,4.01,23.56,9.13,7.78
8/31/06,17.61,4,23.69,9.09,7.77
2009-01-06,17.78,3.98,23.81,9.09,7.81
2009-04-06,17.78,4.04,24.08,9.2,7.81
2009-05-06,17.92,4.01,23.89,9.24,7.78
2009-06-06,17.58,3.98,23.46,9.39,7.73
2009-07-06,17.51,3.93,23.21,9.38,7.83
2009-08-06,17.6,3.92,23.46,9.42,7.99
2009-11-06,17.29,3.87,23.1,9.3,7.99
2009-12-06,17.61,3.85,23.42,9.37,8.03
9/13/06,17.81,3.88,23.69,9.39,8.38
9/14/06,17.61,3.91,23.49,9.41,8.47
9/15/06,17.67,3.91,23.58,9.46,8.77
9/18/06,17.89,3.91,23.85,9.75,8.9
9/19/06,17.67,3.94,23.71,9.88,8.51
9/20/06,18.09,3.92,24.55,10.12,8.65
9/21/06,18,3.89,25.14,10.16,8.72
9/22/06,17.93,3.88,25.25,10.57,8.7
9/25/06,18.17,3.85,25.28,10.54,9
9/26/06,17.94,3.82,24.26,9.91,8.89
9/27/06,18.05,3.84,25.01,10.22,8.86
9/28/06,18.13,3.9,24.89,10.16,8.89
9/29/06,18.08,3.91,25.05,10.04,8.75
2010-03-06,18.11,3.89,25.39,10.1,8.32
2010-04-06,18.38,3.79,25.87,10.26,8.4
2010-05-06,18.42,3.83,26.41,10.38,8.51
2010-06-06,18.25,3.83,26.09,10.3,8.41
2010-09-06,18.1,3.83,25.57,10.26,8.49
2010-10-06,18.28,3.85,25.84,10.51,8.65
2010-11-06,18.35,3.84,25.98,10.61,8.71
2010-12-06,18.71,3.87,25.96,10.62,8.65
10/13/06,18.69,3.91,26.43,10.63,8.44
10/16/06,18.79,3.98,26.59,10.64,8.46
10/17/06,18.64,3.99,26.73,10.67,8.36
10/18/06,18.83,3.99,26.78,10.93,8.34
10/19/06,18.87,3.97,26.66,10.93,8.6
10/20/06,18.88,4.03,26.82,11.01,8.66
10/23/06,18.89,3.98,26.8,10.83,8.74
10/24/06,18.98,3.99,27.3,10.83,8.43
10/25/06,19.03,4.01,27.37,10.96,8.49
10/26/06,19.15,4.06,28.41,10.96,8.49
10/27/06,18.77,4.02,28.3,10.54,8.9
10/31/06,19.02,4,28.82,10.79,8.73
2011-01-06,18.99,4.04,28.86,10.84,8.48
2011-02-06,19.22,4.05,29.91,10.91,8.71
2011-03-06,19.31,4.05,30.16,10.87,8.69
2011-06-06,19.7,4.07,31.2,11.05,8.86
2011-07-06,19.58,4.12,30.45,10.99,9.39
2011-08-06,19.55,4.13,29.59,11.09,9.61
2011-09-06,19.89,4.2,30,11.32,9.61
2011-10-06,19.93,4.22,29.75,11.29,9.63
11/13/06,20.28,4.22,29.77,11.78,10.32
11/14/06,20.39,4.22,30.25,11.78,10.22
11/15/06,20.62,4.23,31.02,11.79,10.33
11/16/06,20.64,4.23,31.52,11.87,10.74
11/17/06,20.77,4.2,31.13,12.13,10.98
11/20/06,20.78,4.16,30.32,12.19,11.02
11/21/06,20.85,4.17,30.25,12.2,11.61
11/22/06,21.31,4.39,30.77,12.36,11.44
11/23/06,21.31,4.47,30.91,12.54,11.44
11/24/06,21.36,4.52,30.77,12.5,11.4
11/27/06,20.85,4.54,30.54,12.7,10.69
11/28/06,20.44,4.34,29.29,12.09,10.86
11/29/06,21.1,4.48,29.16,12.3,11.2
11/30/06,21.17,4.62,29.68,12.44,11.58
2012-01-06,20.92,4.63,29.09,12.44,11.12
2012-04-06,21.21,4.66,28.66,12.21,11.49
2012-05-06,21.82,4.69,29.02,12.32,12.27
2012-06-06,21.73,4.7,29.32,12.61,12.66
2012-07-06,21.49,4.7,28.61,12.49,11.79
2012-08-06,21.52,4.73,28.05,12.32,12.1
2012-11-06,21.94,4.8,28.52,12.36,12.19
2012-12-06,21.84,4.78,28.57,12.52,12.2
12/13/06,21.76,4.67,27.82,12.48,12.09
12/14/06,22.31,4.77,28.18,12.83,12.01
12/15/06,22.44,4.84,28.16,13.47,11.7
12/18/06,22.72,4.88,28.64,15.02,11.81
12/19/06,22.65,4.76,28.02,14.56,11.71
12/20/06,23.08,4.81,28.57,15.71,11.77
12/21/06,23.07,4.84,28.43,15.48,11.48
12/22/06,23.36,4.84,29.07,16.07,11.38
12/27/06,25.2,5.09,30,17.98,11.48
12/28/06,25.29,5.18,30.84,17.79,11.4
12/29/06,25.08,5.15,30.56,17.42,11.27
2001-02-07,25.08,5.16,31.59,18.64,11.27
2001-03-07,26.19,5.16,32.08,18.61,12.24
2001-04-07,25.27,4.93,30.95,17.79,12.6
2001-05-07,23.84,4.84,31.54,17.19,12.25
2001-08-07,24.54,4.78,30.72,17.65,12.19
2001-09-07,23.45,4.78,30.09,16.96,12.37
2001-10-07,22.99,4.65,29.68,15.74,12.8
2001-11-07,23.18,4.58,29.43,15.18,13.12
2001-12-07,23.72,4.57,29.93,15.84,12.47
1/15/07,23.72,4.64,31.02,16.67,12.47
1/16/07,24.17,4.58,30.77,16.9,12.74
1/17/07,23.91,4.39,31.11,16.86,12.55
1/18/07,23.58,4.46,31.97,16.76,12.14
1/19/07,23.93,4.47,32.13,16.17,12.14
1/22/07,24.08,4.52,33.42,16.37,12.24
1/23/07,24.51,4.52,34.35,15.94,12.45
1/24/07,24.87,4.6,35.22,15.71,12.49
1/25/07,23.55,4.6,34.58,15.25,12.37
1/26/07,23.74,4.48,33.04,15.41,12.34
1/29/07,23.31,4.46,32.79,15.38,12.34
1/30/07,24.02,4.48,33.63,15.51,12.41
1/31/07,23.36,4.47,32.47,15.05,12.49
2002-01-07,23.48,4.47,33.4,14.69,11.99
2002-02-07,23.39,4.5,33.47,14.82,11.96
2002-05-07,23.3,4.51,33.36,15.05,11.6
2002-06-07,23.73,4.5,34.4,15.05,11.69
2002-07-07,23.87,4.54,34.26,15.61,11.84
2002-08-07,24.11,4.5,34.94,15.84,11.98
2002-09-07,23.71,4.53,34.67,15.71,11.75
2002-12-07,23.8,4.49,34.13,15.71,11.68
2/13/07,23.85,4.43,32.86,15.32,11.33
2/14/07,23.89,4.44,33.04,15.18,11.5
2/15/07,23.9,4.47,34.04,15.28,10.62
2/16/07,24.06,4.46,33.95,15.45,10.52
2/21/07,24.3,4.45,35.01,15.22,10.7
2/22/07,24.3,4.43,36.01,15.12,10.74
2/23/07,23.72,4.41,36.03,15.12,11.04
2/26/07,23.72,4.43,34.97,14.85,11.17
2/27/07,21.38,4.37,33.97,14.26,10.48
2/28/07,22.3,4.28,32.95,13.83,10.67
2003-01-07,21.75,4.17,32.33,13.31,10.62
2003-02-07,21.4,4.2,32.45,13.27,10.21
2003-05-07,20.62,4.03,30.56,12.69,9.97
2003-06-07,21.72,4.11,31.15,13.57,10.43
2003-07-07,21.47,4.05,30.47,13.57,10.35
2003-08-07,22.19,4.16,30.93,14.1,10.52
2003-09-07,22.11,4.19,30.41,14.2,10.24
2003-12-07,22.46,4.16,31.7,14.39,10.25
3/13/07,21.51,4.1,31.2,14.1,9.89
3/14/07,22,4.04,30.5,13.6,9.74
3/15/07,22.05,4.07,31.13,13.73,9.62
3/16/07,21.83,4.05,31.63,13.87,9.57
3/19/07,22.53,4.08,32.77,14.39,9.66
3/20/07,22.73,4.03,33.04,14.43,9.68
3/21/07,23.27,4.01,33.49,14.49,10.1
3/22/07,22.97,4.04,32.77,14.59,10.26
3/23/07,23.17,4.11,32.2,14.62,10.26
3/26/07,23.18,4.18,32.52,14.69,10.13
3/27/07,23.02,4.2,32.04,14.72,10.13
3/28/07,22.8,4.21,31.72,14.59,9.93
3/29/07,23.46,4.25,32.27,14.76,9.71
3/30/07,23.05,4.32,32.27,14.82,9.65
2004-02-07,23.51,4.31,31.9,14.76,9.35
2004-03-07,23.89,4.32,32.2,14.95,9.52
2004-04-07,24.06,4.31,32.38,15.02,9.46
2004-10-07,24.37,4.27,32.54,15.28,9.78
2004-11-07,24.21,4.3,32.67,15.91,9.86
2004-12-07,24.81,4.28,32.29,16.3,9.77
4/13/07,24.77,4.3,32.31,16.67,9.74
4/16/07,25.21,4.34,34.13,16.93,9.87
4/17/07,25.2,4.31,34.38,16.6,9.93
4/18/07,25.02,4.31,34.29,16.57,9.91
4/19/07,24.64,4.23,32.88,16.01,9.69
4/20/07,24.95,4.29,33.99,16.43,9.96
4/23/07,24.48,4.28,33.04,16.5,9.96
4/24/07,24.51,4.28,33.31,16.7,10.35
4/25/07,24.74,4.26,33.13,16.67,10.47
4/26/07,24.57,4.31,33.11,16.7,10.94
4/27/07,24.32,4.27,32.83,16.37,12.46
4/30/07,23.69,4.23,32.36,16.04,12.16
2005-02-07,24.27,4.23,32.18,15.94,12.3
2005-03-07,24.63,4.24,32.83,16.14,12.53
2005-04-07,24.8,4.84,32.9,16.4,12.7
2005-07-07,25.02,4.82,32.97,16.76,12.59
2005-08-07,24.8,4.74,32.77,16.43,12.52
2005-09-07,25.17,4.72,33.08,16.57,12.71
2005-10-07,24.53,4.64,33.02,16.53,12.49
2005-11-07,25.88,4.61,32.61,16.2,12.81
5/14/07,25.76,4.84,33.75,17.16,13.2
5/15/07,25.67,4.8,33.62,17.19,12.9
5/16/07,26.21,4.83,33.94,17.29,12.98
5/17/07,26.01,4.85,33.96,17.26,13.09
5/18/07,25.84,4.86,34.12,16.99,13.1
5/21/07,25.81,4.83,34.24,17.09,13.47
5/22/07,25.64,4.86,34.03,16.96,13.51
5/23/07,25.45,4.85,33.73,16.86,13.07
5/25/07,25.21,4.77,33.11,16.37,13.07
5/28/07,25.21,4.78,33.04,16.2,13.07
5/29/07,24.91,4.8,32.91,16.14,13.32
5/30/07,25.01,4.68,32.7,15.61,13.57
5/31/07,25.28,4.84,33.46,15.91,14.05
2006-01-07,25.77,4.83,33.07,16.24,14.03
2006-04-07,25.72,4.87,33.34,16.14,14.17
2006-05-07,25.98,5.09,33.48,16.17,14.46
2006-06-07,25.6,5.02,33.43,16.2,14.15
2006-07-07,25.39,4.96,33.48,16.2,13.73
2006-08-07,26.04,4.98,33.2,16.11,13.7
2006-11-07,26.32,4.97,33.48,16.2,13.71
2006-12-07,25.82,4.97,34.01,16.17,13.56
6/13/07,26.29,4.96,33.89,16.24,13.82
6/14/07,26.97,5.05,34.49,16.4,14.02
6/15/07,27.62,5.15,34.76,16.96,14.31
6/18/07,28.26,5.28,36.85,17.75,14.9
6/20/07,28.38,5.57,36.8,17.65,15.24
6/21/07,29.24,5.65,37.74,18.81,15.4
6/22/07,28.93,5.57,38.8,19.07,15.65
6/25/07,28.73,5.42,38.64,18.84,15.41
6/26/07,28.36,5.41,38.89,18.7,15.52
6/27/07,29.04,5.39,38.29,18.96,15.71
6/28/07,29.15,5.49,38.94,19.2,16.22
6/29/07,29,5.45,38.57,18.6,16.8
2007-03-07,30.15,5.73,39.81,19.1,18.1
2007-04-07,30.15,5.78,39.72,19.16,18.1
2007-05-07,30.04,5.77,39.69,18.96,18.5
2007-06-07,30.8,5.79,39.62,19.03,19.76
2007-09-07,31.22,5.91,39.9,20.22,19.39
2007-10-07,30.85,5.9,39.72,20.36,20.39
2007-11-07,31.02,5.79,39.44,19.89,20.55
2007-12-07,31.62,5.82,40.95,20.16,20.62
7/13/07,31.73,5.88,42.15,20.52,21.28
7/16/07,31.29,5.82,41.87,20.36,20.8
7/17/07,31.28,5.85,41.89,20.42,21.23
7/18/07,30.68,5.69,41.34,20.22,19.99
7/19/07,31.1,5.72,41.69,20.12,19.82
7/20/07,31.11,5.81,42.74,20.59,18.95
7/23/07,32.09,5.85,42.9,20.79,18.01
7/24/07,31.28,5.84,42.81,21.45,17.5
7/25/07,31.86,5.74,42.77,21.65,18.32
7/26/07,30.58,5.77,42.08,21.98,20.91
7/27/07,30.08,5.58,41.02,21.41,20.48
7/30/07,31.32,5.41,41.48,21.91,20.92
7/31/07,31.49,5.56,41.87,22.44,20.2
2008-01-07,30.88,5.36,40.17,21.48,20.07
2008-02-07,30.65,5.32,40.29,21.18,20.27
2008-03-07,29.29,5.28,40.7,21.28,19.85
2008-06-07,29.52,5.09,39.53,20.39,19.34
2008-07-07,29.32,5.05,39.33,19.99,19.92
2008-08-07,30.58,5.21,40.82,19.86,20.37
2008-09-07,29.43,5.16,40.2,20.72,19.5
2008-10-07,29.36,5,38.82,19.86,18.94
8/13/07,29.18,4.99,39.35,20.02,19.28
8/14/07,28.77,5.04,39.65,20.45,18.98
8/15/07,27.58,4.91,38.64,19.99,17.99
8/16/07,26.95,4.73,37.15,18.96,16.89
8/17/07,27.99,4.64,37.13,18.14,17.65
8/20/07,28.67,5,40.36,20.02,18.75
8/21/07,29.03,5.05,40.61,20.59,19.75
8/22/07,31.04,5.12,42.17,21.48,20.48
8/23/07,31.06,5.23,44,21.88,20.32
8/24/07,32.32,5.26,44.35,22.27,20.32
8/27/07,34.45,5.51,46.18,23.3,21.19
8/28/07,31.66,5.45,45.91,24.59,19.97
8/29/07,33.33,5.31,45.52,24.19,20.65
8/30/07,32.97,5.4,46.82,24.46,20.57
8/31/07,33.83,5.41,48.71,24.99,20.82
2009-03-07,33.83,5.45,48.01,24.69,20.82
2009-04-07,34.39,5.44,47.55,24.62,21.69
2009-05-07,33.5,5.45,48.47,24.62,21.97
2009-06-07,33.87,5.41,47.5,24.66,22.01
2009-07-07,33.03,5.45,46.27,24.66,21.36
2009-10-07,33.61,5.39,46.86,24.39,21.81
2009-11-07,34.02,5.41,46.5,24.36,22.7
2009-12-07,34.36,5.48,47.14,24.56,23.01
9/13/07,34.58,5.48,48.06,24.46,23.25
9/14/07,35.11,5.59,49.85,25.09,23.49
9/17/07,34.82,5.57,49.02,25.29,25.29
9/18/07,36.75,5.6,48.7,25.32,26.88
9/19/07,36.96,5.78,50.86,25.92,27.59
9/20/07,36.81,5.98,51.68,25.98,27.61
9/21/07,37.91,6.28,51.18,25.88,28.46
9/24/07,39.03,6.94,54.21,26.58,30.34
9/25/07,39.19,6.67,55.81,27.6,29.99
9/27/07,40.98,6.8,59.16,28.46,29.2
9/28/07,40.51,7.13,58.38,29.52,28.97
2010-02-07,42.64,7.22,62.15,32.14,32.06
2010-03-07,40.39,6.74,59.48,30.78,31.42
2010-04-07,40.78,6.47,58.11,30.22,31.5
2010-05-07,43.12,7.12,59.62,31.97,32.16
2010-08-07,42.12,6.81,58.93,32.34,32.94
2010-09-07,43.19,6.9,59.53,32.2,32.88
2010-10-07,43.28,7.05,60.68,33,34.32
2010-11-07,43.32,7.49,62.01,33.66,30.88
2010-12-07,45.66,8.03,61.32,32.97,32.3
10/15/07,45.67,9.07,64.9,33.49,31.5
10/16/07,44.79,8.85,65.68,33.4,30.75
10/17/07,49.17,9.03,67.88,33.63,31.62
10/18/07,47.82,9.15,67.7,33.96,32
10/22/07,45.35,9.07,65.27,32.97,31.63
10/23/07,47.27,9.38,68.76,33.96,34.99
10/24/07,46.47,9.38,68.85,34.06,33.6
10/25/07,46.72,9.26,70.18,33.89,33.43
10/26/07,47.1,9.2,70.78,34.06,35.34
10/29/07,48.45,9.48,72.93,34.39,36.55
10/30/07,47.58,9.56,72.52,34.45,37.1
10/31/07,49.17,9.37,72.61,34.12,38.25
2011-01-07,46.88,9.63,72.01,34.42,38.6
2011-02-07,46.83,9.51,69.77,33.43,40.9
2011-05-07,42.71,8.7,64.9,31.61,41.69
2011-06-07,44.61,8.45,65.08,31.61,40.77
2011-07-07,42.49,8.38,65.73,31.18,39.5
2011-08-07,41.5,7.72,63.29,30.05,35.79
2011-09-07,40.96,7.83,62.65,29.42,34.29
2011-12-07,38.14,7.26,59.53,28.13,30.15
11/13/07,40.98,7.11,59.21,28.36,34.15
11/14/07,42.24,7.61,64.63,30.25,34.4
11/15/07,40.82,7.37,63.94,29.66,32.77
11/16/07,40.14,7.07,61.09,28.76,31.5
11/19/07,38.16,7.01,60.36,28.17,30.75
11/20/07,39.92,7.21,61.83,28.7,31.35
11/21/07,36.8,6.9,59.12,27.24,30.79
11/22/07,36.8,6.83,58.2,25.88,30.79
11/23/07,38.77,6.91,59.44,26.28,30.89
11/26/07,37.76,7.32,61.87,27.24,32.61
11/27/07,39.71,7.08,60.91,26.45,34.13
11/28/07,42.08,7,61.64,26.45,36.72
11/29/07,41.63,7.21,64.3,28,37.95
11/30/07,42.19,7.27,64.49,28.17,38.2
2012-03-07,41.07,7.24,64.35,28.4,38.53
