Date,FXI,PTR,CHL,LFC,BIDU
2002-03-04,,1.55,10.73,3.67,
2002-04-04,,1.55,10.61,3.51,
2002-05-04,,1.52,10.58,3.44,
2002-06-04,,1.57,10.86,3.48,
2002-09-04,,1.63,11.2,3.64,
2002-10-04,,1.59,10.99,3.58,
2002-11-04,,1.59,11.05,3.74,
2002-12-04,,1.6,11.07,3.71,
2/13/04,,1.61,11.27,3.71,
2/16/04,,1.68,11.46,3.77,
2/17/04,,1.68,11.48,3.81,
2/18/04,,1.68,11.48,3.81,
2/19/04,,1.65,11.57,3.74,
2/20/04,,1.65,11.72,3.71,
2/23/04,,1.67,11.57,3.71,
2/24/04,,1.65,11.5,3.67,
2/25/04,,1.64,11.2,3.58,
2/26/04,,1.65,11.42,3.61,
2/27/04,,1.68,11.69,3.64,
2003-01-04,,1.66,11.89,3.61,
2003-02-04,,1.67,11.65,3.64,
2003-03-04,,1.66,11.42,3.54,
2003-04-04,,1.65,11.37,3.67,
2003-05-04,,1.64,11.5,3.71,
2003-08-04,,1.68,11.69,3.67,
2003-09-04,,1.7,11.57,3.58,
2003-10-04,,1.67,11.1,3.58,
2003-11-04,,1.62,10.75,3.44,
2003-12-04,,1.64,10.65,3.48,
3/15/04,,1.64,10.52,3.48,
3/16/04,,1.66,10.5,3.41,
3/17/04,,1.66,10.56,3.44,
3/18/04,,1.62,10.2,3.28,
3/19/04,,1.65,9.82,3.22,
3/22/04,,1.62,9.54,3.18,
3/23/04,,1.63,9.54,3.28,
3/24/04,,1.66,9.75,3.28,
3/25/04,,1.56,9.69,3.2,
3/26/04,,1.54,9.6,3.2,
3/29/04,,1.52,9.54,3.2,
3/30/04,,1.55,9.77,3.26,
3/31/04,,1.58,9.84,3.23,
2004-01-04,,1.56,9.88,3.12,
2004-02-04,,1.59,9.77,3.15,
2004-05-04,,1.59,9.77,3.15,
2004-06-04,,1.59,10.14,3.2,
2004-07-04,,1.57,10.07,3.38,
2004-08-04,,1.58,9.92,3.44,
2004-09-04,,1.58,9.92,3.44,
2004-12-04,,1.58,9.92,3.44,
4/13/04,,1.61,10.14,3.35,
4/14/04,,1.56,9.69,3.17,
4/15/04,,1.56,9.58,3.23,
4/16/04,,1.57,9.47,3.2,
4/19/04,,1.54,9.43,3.13,
4/20/04,,1.5,9.35,3.07,
4/21/04,,1.44,9.18,2.95,
4/22/04,,1.44,8.98,3.1,
4/23/04,,1.5,9.13,3.22,
4/26/04,,1.43,8.9,3.03,
4/27/04,,1.43,8.86,3,
4/28/04,,1.46,8.88,2.92,
4/29/04,,1.42,8.88,2.81,
4/30/04,,1.4,8.77,2.79,
2005-03-04,,1.41,8.96,2.77,
2005-04-04,,1.47,9.24,2.81,
2005-05-04,,1.47,9.07,2.77,
2005-06-04,,1.5,9.09,2.81,
2005-07-04,,1.51,8.98,2.79,
2005-10-04,,1.42,8.58,2.64,
2005-11-04,,1.42,8.6,2.72,
2005-12-04,,1.44,8.68,2.72,
5/13/04,,1.45,8.56,2.64,
5/14/04,,1.4,8.45,2.58,
5/17/04,,1.32,8.22,2.54,
5/18/04,,1.36,8.49,2.56,
5/19/04,,1.43,8.9,2.67,
5/20/04,,1.42,8.77,2.67,
5/21/04,,1.45,8.96,2.77,
5/24/04,,1.47,9.05,2.81,
5/25/04,,1.48,9.13,2.87,
5/26/04,,1.48,9.13,2.87,
5/27/04,,1.53,9.43,2.97,
5/28/04,,1.52,9.52,3.03,
5/31/04,,1.53,9.58,3,
2006-01-04,,1.52,9.5,2.97,
2006-02-04,,1.55,9.62,3.02,
2006-03-04,,1.5,9.33,2.92,
2006-04-04,,1.48,9.41,2.92,
2006-07-04,,1.53,9.79,3.05,
2006-08-04,,1.52,9.88,3.03,
2006-09-04,,1.5,9.86,3.02,
2006-10-04,,1.52,10.1,3.03,
2006-11-04,,1.52,10.12,3.07,
6/14/04,,1.49,9.71,3.02,
6/15/04,,1.47,9.66,2.97,
6/16/04,,1.46,9.82,2.94,
6/17/04,,1.43,9.79,2.84,
6/18/04,,1.4,9.62,2.76,
6/21/04,,1.39,9.58,2.82,
6/22/04,,1.39,9.58,2.82,
6/23/04,,1.39,9.58,2.9,
6/24/04,,1.47,10.01,2.97,
6/25/04,,1.49,10.05,2.97,
6/28/04,,1.49,10.1,3,
6/29/04,,1.46,9.94,2.99,
6/30/04,,1.48,10.16,3.05,
2007-01-04,,1.48,10.16,3.03,
2007-02-04,,1.48,10.16,3,
2007-05-04,,1.51,10.2,2.97,
2007-06-04,,1.53,10.2,2.99,
2007-07-04,,1.55,10.14,3.02,
2007-08-04,,1.52,9.88,2.97,
2007-09-04,,1.53,9.99,3,
2007-12-04,,1.51,9.86,2.94,
7/13/04,,1.49,9.69,2.89,
7/14/04,,1.5,9.43,2.82,
7/15/04,,1.51,9.36,2.77,
7/16/04,,1.54,9.6,2.81,
7/19/04,,1.58,9.71,2.87,
7/20/04,,1.59,9.71,2.84,
7/21/04,,1.61,10.01,2.87,
7/22/04,,1.6,9.94,2.84,
7/23/04,,1.59,10.03,2.82,
7/26/04,,1.58,9.99,2.81,
7/27/04,,1.58,9.94,2.77,
7/28/04,,1.59,9.94,2.77,
7/29/04,,1.58,9.69,2.81,
7/30/04,,1.59,9.75,2.82,
2008-02-04,,1.6,9.69,2.79,
2008-03-04,,1.6,9.77,2.76,
2008-04-04,,1.6,9.62,2.71,
2008-05-04,,1.6,9.88,2.76,
2008-06-04,,1.59,9.82,2.72,
2008-09-04,,1.57,9.73,2.72,
2008-10-04,,1.56,9.62,2.74,
2008-11-04,,1.52,9.58,2.71,
2008-12-04,,1.51,9.62,2.72,
8/13/04,,1.5,9.51,2.72,
8/16/04,,1.51,9.32,2.64,
8/17/04,,1.51,9.34,2.67,
8/18/04,,1.53,9.3,2.69,
8/19/04,,1.56,9.34,2.82,
8/20/04,,1.56,9.11,2.81,
8/23/04,,1.57,9.15,2.76,
8/24/04,,1.56,9.47,2.77,
8/25/04,,1.6,9.62,2.84,
8/26/04,,1.6,9.71,2.81,
8/27/04,,1.6,9.75,2.82,
8/30/04,,1.62,9.86,3,
8/31/04,,1.61,9.79,3.03,
2009-01-04,,1.63,9.99,3.02,
2009-02-04,,1.63,10.03,3.07,
2009-03-04,,1.63,10.01,3.1,
2009-06-04,,1.66,10.16,3.1,
2009-07-04,,1.67,10.18,3.23,
2009-08-04,,1.66,10.1,3.2,
2009-09-04,,1.63,9.94,3.18,
2009-10-04,,1.64,10.14,3.17,
9/13/04,,1.64,10.2,3.13,
9/14/04,,1.66,10.2,3.15,
9/15/04,,1.65,10.12,3.18,
9/16/04,,1.67,10.27,3.26,
9/17/04,,1.7,10.31,3.31,
9/20/04,,1.71,10.44,3.35,
9/21/04,,1.72,10.68,3.41,
9/22/04,,1.72,10.64,3.31,
9/23/04,,1.73,10.66,3.31,
9/24/04,,1.7,10.4,3.23,
9/27/04,,1.7,10.25,3.22,
9/28/04,,1.75,10.1,3.22,
9/29/04,,1.75,10.1,3.23,
9/30/04,,1.77,10.27,3.31,
2010-01-04,,1.77,10.27,3.29,
2010-04-04,,1.8,10.55,3.41,
2010-05-04,,1.77,10.55,3.38,
2010-06-04,,1.78,10.42,3.38,
2010-07-04,,1.81,10.44,3.38,
2010-08-04,11.69,1.8,10.27,3.31,
2010-11-04,11.83,1.8,10.4,3.35,
2010-12-04,11.7,1.81,10.25,3.31,
10/13/04,11.4,1.79,10.16,3.31,
10/14/04,11.24,1.73,10.1,3.26,
10/15/04,11.41,1.77,10.05,3.26,
10/18/04,11.27,1.76,9.99,3.25,
10/19/04,11.34,1.77,10.14,3.28,
10/20/04,11.2,1.73,9.94,3.25,
10/21/04,11.26,1.75,9.94,3.22,
10/22/04,11.13,1.75,9.94,3.23,
10/25/04,11.05,1.75,9.68,3.18,
10/26/04,11.2,1.75,9.68,3.18,
10/27/04,11.19,1.76,9.62,3.18,
10/28/04,11.02,1.77,9.86,3.28,
10/29/04,11.22,1.72,9.79,3.38,
2011-01-04,11.2,1.72,9.92,3.38,
2011-02-04,11.38,1.76,10.16,3.41,
2011-03-04,11.56,1.77,10.18,3.38,
2011-04-04,11.57,1.78,10.14,3.38,
2011-05-04,11.61,1.8,10.2,3.44,
2011-08-04,11.54,1.79,10.16,3.51,
2011-09-04,11.62,1.79,10.2,3.58,
2011-10-04,11.86,1.79,10.31,3.67,
2011-11-04,11.87,1.78,10.33,3.77,
2011-12-04,12,1.78,10.51,3.74,
11/15/04,12.13,1.82,10.55,3.74,
11/16/04,11.88,1.79,10.38,3.77,
11/17/04,12.05,1.8,10.47,3.81,
11/18/04,12.01,1.8,10.42,3.81,
11/19/04,11.85,1.8,10.47,3.77,
11/22/04,11.95,1.8,10.42,3.77,
11/23/04,12.1,1.83,10.68,3.81,
11/24/04,12.23,1.85,10.94,3.84,
11/25/04,12.23,1.85,10.9,3.81,
11/26/04,12.17,1.83,10.86,3.81,
11/29/04,12.17,1.86,11.01,3.77,
11/30/04,12.15,1.86,11.07,3.77,
2012-01-04,12.3,1.85,11.31,3.74,
2012-02-04,12.31,1.82,11.66,3.81,
2012-03-04,12.29,1.79,11.64,3.74,
2012-06-04,12.28,1.82,11.59,3.77,
2012-07-04,12.12,1.81,11.49,3.77,
2012-08-04,11.98,1.77,11.16,3.87,
2012-09-04,11.97,1.76,11.18,3.87,
2012-10-04,11.77,1.73,11.16,3.64,
12/13/04,11.77,1.72,11.25,3.54,
12/14/04,11.85,1.72,11.51,3.61,
12/15/04,12.05,1.77,11.53,3.61,
12/16/04,11.97,1.77,11.36,3.61,
12/17/04,11.94,1.78,11.44,3.67,
12/20/04,12.15,1.78,11.68,3.64,
12/21/04,12.15,1.77,11.62,3.64,
12/22/04,12.08,1.77,11.55,3.54,
12/23/04,12.15,1.77,11.66,3.58,
12/24/04,12.15,1.76,11.53,3.54,
12/27/04,12.08,1.76,11.53,3.56,
12/28/04,12.12,1.76,11.51,3.51,
12/29/04,12.1,1.77,11.66,3.54,
12/30/04,11.98,1.76,11.42,3.38,
12/31/04,12.08,1.76,11.44,3.41,
2001-03-05,12.01,1.78,11.57,3.48,
2001-04-05,11.68,1.75,11.2,3.44,
2001-05-05,11.42,1.72,10.7,3.35,
2001-06-05,11.43,1.71,10.55,3.35,
2001-07-05,11.33,1.7,10.42,3.31,
2001-10-05,11.42,1.7,10.42,3.41,
2001-11-05,11.33,1.71,10.42,3.48,
2001-12-05,11.47,1.71,10.57,3.54,
1/13/05,11.4,1.73,10.62,3.51,
1/14/05,11.37,1.73,10.51,3.41,
1/17/05,11.37,1.76,10.57,3.48,
1/18/05,11.61,1.78,10.53,3.54,
1/19/05,11.57,1.8,10.62,3.51,
1/20/05,11.53,1.79,10.44,3.48,
1/21/05,11.42,1.78,10.36,3.44,
1/24/05,11.36,1.78,10.18,3.38,
1/25/05,11.5,1.81,10.44,3.44,
1/26/05,11.66,1.82,10.49,3.54,
1/27/05,11.66,1.82,10.51,3.48,
1/28/05,11.61,1.82,10.51,3.48,
1/31/05,11.8,1.83,10.62,3.41,
2002-01-05,11.7,1.83,10.38,3.38,
2002-02-05,11.7,1.83,10.33,3.38,
2002-03-05,11.66,1.82,10.31,3.35,
2002-04-05,11.84,1.83,10.51,3.41,
2002-07-05,12.04,1.88,10.77,3.44,
2002-08-05,12.12,1.89,10.81,3.44,
2/14/05,12.25,1.95,11.07,3.41,
2/15/05,12.18,1.96,11.07,3.44,
2/16/05,12.16,1.95,11.01,3.44,
2/17/05,12.05,1.98,10.94,3.41,
2/18/05,12.2,1.96,11.05,3.44,
2/21/05,12.2,1.98,11.05,3.41,
2/22/05,12.19,1.99,11.07,3.41,
2/23/05,12.22,1.97,10.83,3.41,
2/24/05,12.31,1.98,10.9,3.41,
2/25/05,12.57,2.03,10.96,3.41,
2/28/05,12.59,2.08,11.05,3.58,
2003-01-05,12.54,2.08,10.96,3.58,
2003-02-05,12.3,2,10.75,3.48,
2003-03-05,12.38,2.01,10.75,3.51,
2003-04-05,12.29,2,10.55,3.41,
2003-07-05,12.34,2.04,10.64,3.41,
2003-08-05,12.42,2.09,10.86,3.51,
2003-09-05,12.36,2.1,10.94,3.51,
2003-10-05,12.29,2.08,10.86,3.51,
2003-11-05,12.34,2.05,11.12,3.48,
3/14/05,12.34,2.07,11.36,3.41,
3/15/05,12.13,2.07,11.25,3.44,
3/16/05,12.13,2.09,11.49,3.44,
3/17/05,12.35,2.08,11.42,3.48,
3/18/05,12.3,2.14,11.4,3.51,
3/21/05,12.31,2.16,11.44,3.51,
3/22/05,12.02,2.09,11.38,3.48,
3/23/05,11.91,2.04,11.18,3.44,
3/24/05,11.96,2.02,11.25,3.41,
3/29/05,11.76,2.03,11.03,3.44,
3/30/05,11.87,2.05,11.03,3.41,
3/31/05,11.89,2.05,11.07,3.41,
2004-01-05,11.94,2.12,11.01,3.38,
2004-04-05,11.99,2.16,10.99,3.41,
2004-06-05,12.04,2.1,11.18,3.41,
2004-07-05,12.09,2.12,11.25,3.41,
2004-08-05,12.12,2.12,11.38,3.44,
2004-11-05,12.11,2.09,11.29,3.41,
2004-12-05,12.1,2.08,11.29,3.31,
4/13/05,12.08,2.07,11.44,3.35,
4/14/05,11.95,2.04,11.44,3.28,
4/15/05,11.6,2.02,11.25,3.25,
4/18/05,11.58,1.99,10.88,3.18,
4/19/05,11.72,2.02,10.99,3.31,
4/20/05,11.49,2.04,11.05,3.28,
4/21/05,11.87,2.05,11.23,3.38,
4/22/05,11.83,2.08,11.33,3.44,
4/25/05,11.94,2.08,11.42,3.44,
4/26/05,11.99,2.13,11.46,3.48,
4/27/05,11.84,2.11,11.46,3.41,
4/28/05,11.8,2.09,11.66,3.41,
4/29/05,12.05,2.03,11.72,3.38,
2005-03-05,11.94,2.04,11.9,3.41,
2005-04-05,12.1,2.05,11.75,3.41,
2005-05-05,12.12,2.08,12.07,3.48,
2005-06-05,12.15,2.07,12.16,3.44,
2005-09-05,12.2,2.09,12.25,3.48,
2005-10-05,12.05,2.12,12.23,3.44,
2005-11-05,12.09,2.13,12.03,3.44,
2005-12-05,11.85,2.13,12.08,3.44,
5/13/05,11.86,2.08,11.99,3.41,
5/17/05,11.75,2.06,11.61,3.35,
5/18/05,11.8,2.07,11.59,3.35,
5/19/05,11.87,2.08,11.79,3.38,
5/20/05,11.88,2.12,11.94,3.38,
5/23/05,11.85,2.08,11.9,3.35,
5/24/05,11.81,2.11,11.99,3.35,
5/25/05,11.71,2.12,11.79,3.31,
5/26/05,11.74,2.12,11.79,3.28,
5/27/05,11.85,2.15,12.03,3.31,
5/30/05,11.85,2.16,12.25,3.38,
5/31/05,11.9,2.18,12.54,3.38,
2006-01-05,11.88,2.16,12.69,3.35,
2006-02-05,11.8,2.17,12.56,3.28,
2006-03-05,11.76,2.2,12.52,3.28,
2006-06-05,11.92,2.25,12.58,3.35,
2006-07-05,11.94,2.29,12.54,3.35,
2006-08-05,12.05,2.31,12.76,3.35,
2006-09-05,12.04,2.31,12.63,3.35,
2006-10-05,12.08,2.36,12.67,3.38,
6/13/05,12.07,2.36,12.67,3.35,
6/14/05,12.07,2.27,12.67,3.31,
6/15/05,12.07,2.31,12.65,3.35,
6/16/05,12.06,2.38,12.43,3.51,
6/17/05,12.15,2.33,12.61,3.48,
6/20/05,12.15,2.44,12.63,3.51,
6/21/05,12.15,2.44,12.74,3.54,
6/22/05,12.32,2.47,13.09,3.58,
6/23/05,12.23,2.49,12.92,3.54,
6/24/05,12.3,2.51,12.96,3.48,
6/27/05,12.39,2.47,12.87,3.51,
6/28/05,12.53,2.55,13.03,3.51,
6/29/05,12.46,2.53,12.96,3.51,
6/30/05,12.44,2.51,12.78,3.48,
2007-04-05,12.48,2.57,12.87,3.51,
2007-05-05,12.58,2.6,12.69,3.54,
2007-06-05,12.53,2.68,12.58,3.48,
2007-07-05,12.38,2.64,12.34,3.48,
2007-08-05,12.39,2.6,12.14,3.41,
2007-11-05,12.49,2.62,12.47,3.41,
2007-12-05,12.49,2.66,12.41,3.44,
7/13/05,12.57,2.73,12.74,3.48,
7/14/05,12.59,2.68,13.2,3.44,
7/15/05,12.58,2.62,13.05,3.44,
7/18/05,12.55,2.64,13.14,3.54,
7/19/05,12.68,2.6,13.42,3.64,
7/20/05,12.76,2.64,13.31,3.74,
7/21/05,13.23,2.81,13.4,3.71,
7/22/05,13.2,2.81,13.64,3.74,
7/25/05,13.2,2.9,13.64,3.71,
7/26/05,13.18,2.92,13.64,3.74,
7/27/05,13.37,2.97,13.58,3.74,
7/28/05,13.41,2.95,13.73,3.77,
7/29/05,13.45,3.03,13.78,3.77,
2008-01-05,13.61,3.1,13.97,3.84,
2008-02-05,13.9,3.19,14.2,3.84,
2008-03-05,13.74,3.08,14.13,3.81,
2008-04-05,13.58,3.01,14.17,3.84,
2008-05-05,13.61,3.01,14.15,3.9,12.25
2008-08-05,13.8,3.08,14.22,3.94,11.55
2008-09-05,13.79,3.05,14.17,3.9,9.61
2008-10-05,14.15,3.08,15.19,3.97,9.18
2008-11-05,14.14,3.12,15.56,3.97,9.79
2008-12-05,14.15,3.14,15.43,3.97,9.5
8/15/05,14.33,3.14,15.5,4.1,9.3
8/16/05,14.01,3.08,15.63,4.07,9.15
8/17/05,14.02,2.97,15.65,4.17,8.58
8/18/05,13.65,2.86,15.06,4.04,8.25
8/19/05,13.63,2.75,14.88,4.04,7.95
8/22/05,13.77,2.77,15.43,4.07,7.27
8/23/05,13.51,2.77,14.95,4.04,8.2
8/24/05,13.3,2.73,14.88,4,7.78
8/25/05,13.44,2.81,14.9,3.97,7.9
8/26/05,13.48,2.84,15.12,4.07,7.89
8/29/05,13.51,2.84,14.79,3.94,7.86
8/30/05,13.43,2.73,15.03,4,8.1
8/31/05,13.46,2.75,15.03,3.9,8.1
2009-01-05,13.65,2.77,15.57,3.97,7.89
2009-02-05,13.6,2.81,15.53,4.04,7.8
2009-05-05,13.6,2.81,15.55,4,7.8
2009-06-05,13.62,2.81,15.46,3.97,7.78
2009-07-05,13.6,2.82,15.59,4,8.26
2009-08-05,13.5,2.77,15.5,4.04,8.35
2009-09-05,13.6,2.77,15.5,4.07,9.63
2009-12-05,13.61,2.8,15.68,4.07,11.23
9/13/05,13.44,2.77,15.44,4.07,11.36
9/14/05,13.44,2.75,15.57,4.07,8.13
9/15/05,13.51,2.77,15.46,4.04,8.2
9/16/05,13.48,2.77,15.44,4.04,7.84
9/20/05,13.62,2.86,16.35,4.04,8.05
9/21/05,13.65,2.84,16.33,4.04,8.03
9/22/05,13.57,2.84,16.33,4.04,7.92
9/23/05,13.47,2.82,16.31,3.9,7.91
9/26/05,13.6,2.8,16.76,3.87,7.73
9/27/05,13.51,2.77,16.51,3.81,7.25
9/28/05,13.58,2.8,16.62,3.81,6.57
9/29/05,14.06,2.91,17.11,3.94,6.5
9/30/05,13.99,2.91,17.02,3.94,6.4
2010-03-05,14.07,2.91,16.8,3.97,6.61
2010-04-05,13.86,2.91,16.91,3.97,7.04
2010-05-05,13.47,2.84,16.33,3.94,6.83
2010-06-05,13.08,2.75,15.62,3.87,6.83
2010-07-05,13.39,2.77,15.82,3.87,6.72
2010-10-05,13.4,2.8,15.93,3.87,6.55
2010-12-05,13.06,2.75,15.21,3.77,6.36
10/13/05,13.04,2.71,15.37,3.77,6.22
10/14/05,12.98,2.64,15.15,3.77,6.73
10/17/05,13.13,2.66,15.3,3.81,6.66
10/18/05,12.98,2.71,15.53,3.81,6.74
10/19/05,12.97,2.62,15.15,3.74,6.58
10/20/05,12.54,2.62,15.44,3.74,6.6
10/21/05,12.76,2.55,15.66,3.81,7
10/24/05,12.84,2.53,15.5,3.77,8.1
10/25/05,12.69,2.59,15.55,3.77,7.98
10/26/05,12.63,2.64,15.55,3.74,8.1
10/27/05,12.34,2.62,15.39,3.71,7.03
10/28/05,12.44,2.57,15.12,3.67,6.81
10/31/05,12.55,2.64,15.44,3.74,6.94
2011-01-05,12.72,2.66,15.68,3.77,6.87
2011-02-05,12.95,2.68,15.68,3.74,6.85
2011-03-05,13,2.66,15.62,3.84,6.82
2011-04-05,12.91,2.71,15.68,3.81,6.83
2011-07-05,12.79,2.66,15.35,3.81,7.26
2011-08-05,12.81,2.62,15.44,3.77,7.18
2011-09-05,13.01,2.66,15.95,3.77,7
2011-10-05,13.02,2.66,16.04,3.84,7.04
2011-11-05,13.1,2.62,16.17,3.9,7.01
11/14/05,12.92,2.59,16.04,3.94,7
11/15/05,12.9,2.62,16.15,3.97,6.88
11/16/05,12.99,2.64,16.29,3.97,6.95
11/17/05,13.18,2.68,16.64,3.97,7.32
11/18/05,13.23,2.71,16.73,4,7.09
11/21/05,13.31,2.68,16.76,3.97,7.16
11/22/05,13.31,2.71,16.73,3.97,7.47
11/23/05,13.42,2.77,17.09,4.04,8.05
11/24/05,13.42,2.75,17,4,8.05
11/25/05,13.42,2.73,17,4,8.38
11/28/05,13.37,2.75,17.11,4.04,7.85
11/29/05,13.29,2.71,17.11,4.04,7.64
11/30/05,13.28,2.71,16.96,4,7.8
2012-01-05,13.56,2.75,17.45,4.07,7.97
2012-02-05,13.56,2.77,17.81,4.07,7.89
2012-05-05,13.55,2.8,17.72,4.07,7.8
2012-06-05,13.46,2.8,17.16,4,7.82
2012-07-05,13.54,2.86,17.45,4.1,7.77
2012-08-05,13.52,2.84,16.71,4.17,7.72
2012-09-05,13.51,2.86,16.69,4.2,7.58
2012-12-05,13.58,2.84,16.82,4.23,7.59
12/13/05,13.63,2.86,16.78,4.2,7.42
12/14/05,13.61,2.84,16.85,4.23,6.94
12/15/05,13.61,2.84,17.02,4.3,6.89
12/16/05,13.55,2.84,17.16,4.4,6.57
12/19/05,13.64,2.84,17.43,4.43,6.65
12/20/05,13.79,2.82,17.45,4.4,6.51
12/21/05,13.88,2.84,17.56,4.43,6.45
12/22/05,13.83,2.84,17.43,4.4,6.47
12/23/05,13.88,2.82,17.45,4.49,6.68
12/28/05,13.79,2.82,17.09,4.53,6.48
12/29/05,13.84,2.84,16.89,4.53,6.36
12/30/05,13.69,2.82,16.4,4.49,6.29
2001-03-06,14,2.84,16.62,4.63,6.35
2001-04-06,14.33,2.93,17.07,4.72,6.63
2001-05-06,14.34,2.93,17.23,4.69,6.62
2001-06-06,14.67,2.93,17.11,4.86,6.58
2001-09-06,14.84,3.04,17.2,4.92,6.61
2001-10-06,14.7,3.02,17.05,4.95,6.67
2001-11-06,14.87,3.06,17.18,4.86,6.53
2001-12-06,14.8,3.09,17.34,4.86,6.47
1/13/06,15.07,3.11,17.45,4.99,6.55
1/16/06,15.07,3.24,17.49,4.89,6.55
1/17/06,14.88,3.26,17,4.86,6.47
1/18/06,14.9,3.31,16.69,4.95,6.25
1/19/06,15.39,3.33,17,5.09,6.23
1/20/06,15.1,3.38,17.05,4.99,6.09
1/23/06,15.17,3.38,16.64,5.05,5.63
1/24/06,15.34,3.38,16.67,5.05,5.64
1/25/06,15.25,3.38,16.64,5.02,5.25
1/26/06,15.38,3.29,16.55,4.99,5.19
1/27/06,15.97,3.38,16.89,5.09,5.17
2002-01-06,15.92,3.51,17,5.22,5.1
2002-02-06,15.58,3.42,16.98,5.28,4.91
2002-03-06,15.3,3.33,16.53,5.12,4.61
2002-06-06,15.78,3.47,16.73,5.38,4.56
2002-07-06,15.61,3.53,16.44,5.48,4.51
2002-08-06,15.65,3.35,16.13,5.31,4.92
2002-09-06,15.5,3.35,16.22,5.35,4.93
2002-10-06,15.55,3.4,16.22,5.41,4.85
2/13/06,15.52,3.33,16.04,5.48,4.92
2/14/06,15.98,3.35,16.22,5.74,4.89
2/15/06,15.92,3.35,16.31,5.54,4.93
2/16/06,15.94,3.26,16.33,5.48,4.9
2/17/06,15.92,3.31,16.38,5.54,5.01
2/20/06,15.92,3.42,16.53,5.81,5.01
2/21/06,16.2,3.44,16.69,5.81,5.17
2/22/06,16.55,3.47,16.76,6.17,5.47
2/23/06,16.44,3.42,17.02,6.2,5.23
2/24/06,16.41,3.38,16.98,5.97,5.29
2/27/06,16.36,3.42,17.05,5.94,5.43
2/28/06,16.13,3.4,16.98,5.77,5.14
2003-01-06,16.25,3.4,16.71,5.81,5.12
2003-02-06,16.29,3.42,16.8,5.84,5.26
2003-03-06,16.35,3.42,16.6,5.97,5.22
2003-06-06,16.2,3.42,16.73,6,5.38
2003-07-06,15.75,3.35,16.31,5.71,5.34
2003-08-06,15.54,3.33,16.11,5.58,5.15
2003-09-06,15.49,3.26,16.08,5.58,4.83
2003-10-06,15.58,3.29,15.91,5.48,4.91
3/13/06,15.71,3.33,16.11,5.71,4.97
3/14/06,15.95,3.38,16.29,5.68,4.87
3/15/06,16.08,3.4,16.82,5.81,4.85
3/16/06,15.99,3.42,16.82,5.77,4.83
3/17/06,16.01,3.44,17.09,5.87,4.9
3/20/06,16.06,3.49,17.43,6,5.08
3/21/06,16.14,3.49,17.45,6.36,4.94
3/22/06,16.16,3.49,17,6.17,5.1
3/23/06,16.28,3.53,17.27,6.27,5.06
3/24/06,16.35,3.6,17.27,6.3,5.02
3/27/06,16.48,3.6,17.63,6.56,5.21
3/28/06,16.29,3.58,18.21,6.66,5.11
3/29/06,16.4,3.56,18.1,6.46,5.45
3/30/06,16.57,3.62,18.64,6.46,5.8
3/31/06,16.51,3.65,18.23,6.46,5.61
2004-03-06,16.84,3.73,18.77,6.56,5.49
2004-04-06,17.05,3.73,18.97,6.59,5.57
2004-06-06,17.3,3.85,19.91,6.73,5.73
2004-07-06,17.06,3.8,20.2,6.86,5.74
2004-10-06,17.26,3.78,20.45,6.92,5.91
2004-11-06,16.95,3.85,20.4,6.79,5.56
2004-12-06,16.91,3.8,19.69,6.53,5.68
4/13/06,17.04,3.8,19.82,6.56,5.75
4/18/06,17.87,3.94,20.43,6.82,5.76
4/19/06,18.06,4.05,20.76,6.86,6.13
4/20/06,18.06,4.18,20.89,7.05,6.06
4/21/06,18.14,4.09,20.65,7.09,6.05
4/24/06,17.7,4.08,20.04,7.09,6.01
4/25/06,17.25,3.97,19.96,6.76,5.91
4/26/06,17.4,4.04,20.45,6.86,5.82
4/27/06,17.01,3.95,20.6,6.89,5.73
4/28/06,17.47,3.9,20.18,6.89,5.8
2005-02-06,17.94,4.04,19.89,7.09,5.89
2005-03-06,17.82,4.13,20.02,7.12,6
2005-04-06,18.07,4.22,20.16,7.18,6.33
2005-08-06,18.61,4.38,20.78,7.68,6.37
2005-09-06,18.54,4.27,20.85,7.71,6.14
2005-10-06,18.31,4.27,20.4,7.74,8.4
2005-11-06,18.03,4.29,20.58,7.94,8.15
2005-12-06,17.89,4.27,20.21,8.2,7.85
5/15/06,17.6,4.08,19.59,7.97,8.44
5/16/06,17.73,4.01,19.41,7.87,8.27
5/17/06,17.17,4.15,19.91,8.43,8.4
5/18/06,17.02,3.99,19.32,8.27,7.8
5/19/06,17.37,4.01,19.34,8.46,8.2
5/22/06,16.21,3.79,18.64,7.81,7.88
5/23/06,16.47,3.88,18.57,7.61,8.24
5/24/06,16.24,3.9,18.26,7.64,8.4
5/25/06,16.72,3.79,18.17,7.41,7.93
5/26/06,16.63,3.83,18.42,7.41,7.95
5/29/06,16.63,3.88,18.64,7.67,7.95
5/30/06,16,3.81,18.3,7.67,7.77
2006-01-06,16.44,3.7,18.17,7.44,8.34
2006-02-06,16.63,3.74,18.91,7.71,8.28
2006-05-06,16.11,3.79,19.3,8.04,8.33
2006-06-06,16.47,3.79,19.12,8.23,8.98
2006-07-06,16.31,3.74,18.87,8.17,8.77
2006-08-06,15.8,3.54,18.12,7.54,8.63
2006-09-06,15.57,3.47,18.62,7.54,8.66
2006-12-06,15.22,3.49,18.73,7.38,8.42
6/13/06,14.67,3.31,17.9,6.85,7.82
6/14/06,15.09,3.24,17.99,6.72,7.94
