Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
3/16/67,10.33,13.98,89.84,224.45,14.13,19.81,25.79,595.81,15.67,,,,,,
3/17/67,10.33,13.89,88.76,224.57,14.20,19.87,25.71,605.61,15.58,,,,,,
3/20/67,10.37,14.06,87.93,221.46,14.27,20.22,25.67,614.85,15.05,,,,,,
3/21/67,10.41,14.19,85.19,221.83,14.51,20.25,25.91,617.09,14.74,,,,,,
3/22/67,10.54,14.10,84.95,221.71,14.90,20.09,25.83,630.53,14.70,,,,,,
3/23/67,10.41,14.35,83.99,227.19,15.21,20.06,25.95,637.81,14.70,,,,,,
3/27/67,10.41,14.50,82.92,229.94,15.19,20.25,25.98,642.29,15.05,,,,,,
3/28/67,10.31,14.82,82.80,228.44,15.10,20.31,26.38,646.21,15.14,,,,,,
3/29/67,10.36,14.94,81.73,227.94,15.22,20.56,26.38,637.25,15.14,,,,,,
3/30/67,10.75,14.82,81.49,228.07,15.17,20.94,26.38,638.37,15.05,,,,,,
3/31/67,10.89,14.77,81.01,224.95,15.38,20.44,26.50,627.45,15.23,,,,,,
4/3/67,10.91,14.27,80.41,219.46,15.24,20.09,26.65,599.17,14.52,,,,,,
4/4/67,11.10,14.48,81.01,219.96,15.21,20.13,26.46,586.85,15.14,,,,,,
4/5/67,11.39,14.48,81.96,221.71,15.24,20.19,26.61,604.77,15.58,,,,,,
4/6/67,11.44,14.52,82.32,226.19,15.24,19.87,26.58,609.25,16.03,,,,,,
4/7/67,11.44,14.35,81.96,222.77,15.31,19.87,26.26,591.33,15.67,,,,,,
4/10/67,11.24,14.19,80.65,219.84,15.09,19.47,25.83,579.01,15.41,,,,,,
4/11/67,11.28,14.52,81.61,224.45,15.07,19.56,25.59,590.21,15.67,,,,,,
4/12/67,11.28,14.31,81.13,222.70,15.09,19.72,25.59,588.81,15.89,,,,,,
4/13/67,11.18,14.35,83.28,227.44,14.76,20.03,25.55,610.37,15.76,,,,,,
4/14/67,11.60,14.48,86.14,228.69,14.83,19.81,26.18,640.05,16.29,,,,,,
4/17/67,11.83,15.19,87.81,228.56,14.96,20.09,26.42,631.65,17.31,,,,,,
4/18/67,11.81,15.59,88.05,229.56,15.07,20.03,26.35,654.05,17.31,,,,,,
4/19/67,11.70,15.36,87.21,232.93,15.66,20.00,26.39,650.41,17.44,,,,,,
4/20/67,11.78,15.45,88.76,233.80,16.11,20.03,26.31,650.69,18.06,,,,,,
4/21/67,11.70,15.87,90.55,233.43,16.80,20.06,26.39,641.17,17.89,,,,,,
4/24/67,12.12,15.70,90.55,236.05,16.83,20.47,26.39,642.85,17.58,,,,,,
4/25/67,12.02,15.45,89.48,240.04,17.03,20.94,26.79,649.57,17.97,,,,,,
4/26/67,11.86,15.66,89.60,239.16,17.04,20.78,27.27,641.17,17.53,,,,,,
4/27/67,11.91,15.78,90.08,247.64,16.82,20.91,27.27,646.21,17.62,,,,,,
4/28/67,11.94,16.43,90.55,247.64,16.21,21.25,26.91,641.73,17.49,,,,,,
5/1/67,12.44,16.83,90.20,240.59,16.42,21.07,27.03,638.37,17.66,,,,,,
5/2/67,12.23,16.71,88.76,240.84,16.32,21.07,27.35,637.81,18.24,,,,,,
5/3/67,12.52,16.73,88.76,240.71,16.00,21.03,27.46,637.25,18.68,,,,,,
5/4/67,12.60,16.79,88.05,240.46,15.83,20.81,27.66,664.69,19.30,,,,,,
5/5/67,12.51,16.75,88.29,239.71,15.52,20.72,27.82,661.33,19.08,,,,,,
5/8/67,12.52,16.16,87.69,237.10,15.87,20.56,27.66,656.29,19.26,,,,,,
5/9/67,12.34,15.95,86.98,229.99,16.18,20.47,27.50,654.33,18.86,,,,,,
5/10/67,12.18,15.66,86.98,232.48,16.49,19.91,27.58,651.53,18.59,,,,,,
5/11/67,12.15,15.82,88.65,233.10,16.59,19.87,27.74,660.21,18.33,,,,,,
5/12/67,12.23,15.95,86.98,233.23,16.52,19.59,27.74,671.41,17.84,,,,,,
5/15/67,12.18,15.80,85.54,231.48,16.52,19.66,27.58,668.61,17.53,,,,,,
5/16/67,12.07,16.08,85.90,236.47,16.70,19.84,27.82,671.97,17.93,,,,,,
5/17/67,11.94,16.16,85.07,236.97,16.65,19.72,27.82,670.85,18.15,,,,,,
5/18/67,11.78,16.41,85.42,237.47,16.65,19.56,27.90,671.97,18.37,,,,,,
5/19/67,11.73,16.50,85.42,235.47,16.93,19.50,27.82,666.65,18.51,,,,,,
5/22/67,11.81,17.25,85.07,235.47,16.93,19.22,27.86,660.77,18.42,,,,,,
5/23/67,11.86,16.83,84.95,231.98,16.72,19.06,27.74,646.21,18.15,,,,,,
5/24/67,11.91,16.37,83.04,231.98,16.65,18.68,27.74,624.93,17.22,,,,,,
5/25/67,11.97,16.37,83.52,235.97,16.44,19.25,27.82,633.33,18.02,,,,,,
5/26/67,12.06,16.33,84.23,234.48,16.30,19.31,27.78,631.65,18.33,,,,,,
5/29/67,12.15,16.12,82.92,234.48,16.08,19.22,27.66,626.04,18.02,,,,,,
5/31/67,11.89,15.78,82.08,232.61,15.71,19.31,27.19,609.23,17.31,,,,,,
6/1/67,12.12,16.08,81.84,237.47,15.61,19.18,27.58,622.12,17.80,,,,,,
6/2/67,12.15,16.12,81.13,233.98,15.75,19.31,27.46,621.00,17.53,,,,,,
6/5/67,12.22,15.40,80.29,232.23,15.58,19.31,26.79,612.59,16.91,,,,,,
6/6/67,12.55,15.70,82.00,238.22,15.61,19.84,26.95,635.57,17.66,,,,,,
6/7/67,12.52,15.95,82.00,239.59,15.78,20.22,27.03,664.44,18.06,,,,,,
6/8/67,12.65,16.41,82.48,240.96,15.92,20.25,27.23,673.12,18.46,,,,,,
6/9/67,12.60,16.43,82.36,242.46,15.89,20.31,27.98,678.73,18.77,,,,,,
6/12/67,12.58,16.89,84.05,243.21,15.92,20.94,28.10,687.14,18.77,,,,,,
6/13/67,12.73,16.60,87.29,245.20,15.89,20.97,28.45,688.82,18.59,,,,,,
6/14/67,12.65,16.76,85.37,249.07,15.89,20.78,28.26,685.45,20.41,,,,,,
6/15/67,12.58,17.06,84.65,248.94,16.17,20.53,28.30,686.58,19.97,,,,,,
6/16/67,12.76,16.72,85.61,249.19,16.17,20.56,28.30,685.17,19.97,,,,,,
6/19/67,12.65,17.35,85.01,248.45,16.34,20.91,28.22,694.98,20.05,,,,,,
6/20/67,12.71,17.44,83.93,248.45,16.42,21.29,28.42,700.59,20.59,,,,,,
6/21/67,12.71,17.48,82.12,247.70,16.60,21.29,28.53,683.49,20.63,,,,,,
6/22/67,12.97,17.56,83.32,247.95,16.68,21.04,28.34,675.37,20.28,,,,,,
6/23/67,13.08,17.58,86.09,250.44,16.65,21.10,28.18,677.61,20.50,,,,,,
6/26/67,13.13,17.39,83.20,254.43,16.55,21.10,28.18,678.17,19.88,,,,,,
6/27/67,12.87,17.39,85.61,251.19,16.24,21.13,28.18,660.23,19.79,,,,,,
6/28/67,13.21,17.31,84.41,248.94,16.34,20.88,28.06,636.13,19.66,,,,,,
6/29/67,13.08,17.08,83.32,249.19,16.26,20.44,27.86,613.15,19.21,,,,,,
6/30/67,13.05,16.72,83.56,248.20,16.13,20.66,27.42,612.59,19.39,,,,,,
7/3/67,13.08,16.51,83.44,248.94,16.18,20.72,27.62,626.60,19.79,,,,,,
7/5/67,13.21,16.39,83.56,250.32,16.03,20.47,28.22,649.58,20.14,,,,,,
7/6/67,13.24,16.22,83.56,250.07,15.45,20.88,28.30,641.74,20.01,,,,,,
7/7/67,13.18,16.05,82.96,250.19,15.48,20.88,28.53,651.27,20.05,,,,,,
7/10/67,13.12,16.05,82.48,251.19,15.61,21.10,28.65,661.35,20.36,,,,,,
7/11/67,13.10,15.92,84.41,252.44,15.71,21.29,28.69,656.03,20.72,,,,,,
7/12/67,13.10,15.59,85.85,250.94,15.61,21.35,28.73,640.06,20.10,,,,,,
7/13/67,13.05,15.67,87.05,251.44,15.35,21.29,28.61,631.65,20.85,,,,,,
7/14/67,12.99,15.55,93.54,250.81,15.12,21.07,28.69,638.37,21.65,,,,,,
7/17/67,12.87,15.00,93.42,251.31,15.14,20.91,29.13,646.22,21.78,,,,,,
7/18/67,13.03,15.00,97.87,250.69,14.60,20.97,29.46,643.42,21.60,,,,,,
7/19/67,12.87,15.04,95.71,247.45,14.52,21.22,29.94,612.03,21.47,,,,,,
7/20/67,12.81,14.87,98.35,248.45,14.99,21.04,30.06,598.58,21.65,,,,,,
7/21/67,12.97,15.71,100.76,248.69,15.01,20.94,30.02,592.42,21.83,,,,,,
7/24/67,12.97,15.00,99.32,247.20,15.06,20.78,29.94,608.67,21.74,,,,,,
7/25/67,12.97,14.33,98.59,244.95,14.99,21.13,29.98,600.82,21.78,,,,,,
7/26/67,13.24,13.91,99.23,249.07,15.09,21.67,30.14,615.40,21.96,,,,,,
7/27/67,13.21,13.65,100.80,251.94,15.14,21.79,30.50,626.60,23.38,,,,,,
7/28/67,13.40,13.87,102.24,252.69,15.17,21.98,30.50,616.52,23.07,,,,,,
7/31/67,13.51,13.61,104.05,253.31,15.17,22.23,30.90,601.38,22.62,,,,,,
8/1/67,13.24,14.58,104.41,256.68,15.14,23.05,31.26,587.37,21.83,,,,,,
8/2/67,13.34,14.45,104.05,254.18,15.19,23.05,31.74,574.20,22.31,,,,,,
8/3/67,13.42,14.03,103.09,253.43,15.19,22.86,30.78,584.85,22.45,,,,,,
8/4/67,13.53,14.12,103.09,254.18,15.30,22.52,31.10,581.77,22.62,,,,,,
8/7/67,13.53,13.99,102.85,254.11,15.30,22.52,30.66,582.61,22.53,,,,,,
8/8/67,13.53,14.20,103.09,254.86,15.40,22.48,30.50,592.42,21.96,,,,,,
8/9/67,13.40,14.35,103.21,251.99,15.32,22.55,30.74,563.83,22.05,,,,,,
8/10/67,13.42,14.37,102.97,247.25,15.32,22.55,31.18,570.56,22.09,,,,,,
8/11/67,13.34,13.97,101.16,245.51,15.27,22.17,31.10,588.49,21.83,,,,,,
8/14/67,13.42,13.99,99.47,244.26,15.23,22.17,31.14,581.21,21.60,,,,,,
8/15/67,13.32,14.03,99.47,244.51,15.33,22.83,31.10,586.53,21.65,,,,,,
8/16/67,13.32,14.03,99.60,246.75,15.30,22.80,31.14,587.93,20.76,,,,,,
8/17/67,13.20,14.20,101.52,245.51,15.28,22.99,31.70,598.58,20.41,,,,,,
8/18/67,13.13,14.83,102.00,248.25,15.25,22.70,31.66,596.34,20.50,,,,,,
8/21/67,12.92,14.62,102.24,248.50,15.23,22.80,31.34,583.45,20.81,,,,,,
8/22/67,12.87,14.98,102.49,246.50,15.25,22.58,31.18,573.08,21.34,,,,,,
8/23/67,12.76,14.87,102.36,247.50,15.12,22.77,30.54,581.77,20.98,,,,,,
8/24/67,12.26,15.42,103.57,245.26,15.28,22.36,30.42,571.96,21.07,,,,,,
8/25/67,12.07,15.59,104.29,242.39,15.30,22.17,30.14,570.56,20.50,,,,,,
8/28/67,12.18,15.67,105.38,242.26,15.28,22.23,29.98,575.83,20.28,,,,,,
8/29/67,12.47,15.71,103.81,245.01,15.25,22.17,29.98,586.78,20.32,,,,,,
8/30/67,12.65,15.61,105.50,246.00,15.75,22.17,29.94,589.87,20.63,,,,,,
8/31/67,12.68,15.55,105.26,249.37,16.11,22.17,30.10,590.99,20.90,,,,,,
9/1/67,12.60,15.97,104.41,249.50,16.45,22.17,30.06,594.92,20.94,,,,,,
9/5/67,12.64,15.94,104.17,250.49,16.50,22.38,29.98,605.58,19.44,,,,,,
9/6/67,12.50,15.88,104.17,251.74,16.48,22.76,30.30,607.54,20.59,,,,,,
9/7/67,12.68,15.67,106.34,250.87,16.50,22.99,30.14,588.46,20.50,,,,,,
9/8/67,12.55,15.73,108.02,251.49,16.58,22.89,30.10,574.15,20.63,,,,,,
9/11/67,12.68,15.86,108.87,255.98,16.56,23.27,30.14,583.69,21.07,,,,,,
9/12/67,12.66,15.81,107.42,257.98,16.48,23.27,30.30,592.67,21.78,,,,,,
9/13/67,12.64,15.81,107.66,257.98,16.53,23.24,30.58,595.20,21.87,,,,,,
9/14/67,12.60,15.98,107.78,254.99,16.58,23.59,30.58,583.69,21.56,,,,,,
9/15/67,12.54,17.08,109.71,254.99,17.00,23.74,30.62,565.17,21.12,,,,,,
9/18/67,12.47,17.08,111.16,256.23,17.78,23.33,30.66,556.75,20.98,,,,,,
9/19/67,12.39,16.78,110.67,258.23,17.94,23.27,30.58,556.47,20.10,,,,,,
9/20/67,12.60,16.91,109.71,256.48,18.30,23.17,30.62,559.00,20.05,,,,,,
9/21/67,12.79,16.91,108.51,269.71,18.93,22.95,30.42,571.90,20.54,,,,,,
9/22/67,12.92,16.99,109.71,270.70,18.69,22.67,30.58,599.12,20.90,,,,,,
9/25/67,13.24,17.08,108.51,275.94,18.69,22.45,30.46,603.05,20.54,,,,,,
9/26/67,13.43,16.82,105.50,272.20,18.15,22.38,30.26,596.88,20.36,,,,,,
9/27/67,13.35,16.82,107.42,273.32,18.15,22.45,30.42,599.41,21.25,,,,,,
9/28/67,13.30,16.87,107.78,274.57,18.12,22.42,29.98,613.16,21.69,,,,,,
9/29/67,13.16,16.82,108.02,273.57,17.75,22.01,29.90,623.54,23.20,,,,,,
10/2/67,13.11,16.70,108.02,270.83,17.78,21.85,29.82,618.21,22.76,,,,,,
10/3/67,13.06,16.49,110.92,273.95,18.46,21.94,29.62,645.71,23.02,,,,,,
10/4/67,12.98,16.45,110.67,273.95,19.03,22.01,29.58,632.52,24.35,,,,,,
10/5/67,13.03,16.26,109.95,283.43,19.42,22.01,29.34,638.97,24.88,,,,,,
10/6/67,13.14,16.28,108.63,283.43,19.71,22.07,28.87,643.18,24.92,,,,,,
10/9/67,13.14,16.40,107.30,285.18,19.45,22.13,28.71,646.27,24.35,,,,,,
10/10/67,13.14,16.36,106.22,284.43,19.37,21.88,28.23,631.96,23.77,,,,,,
10/11/67,13.22,16.40,105.74,289.42,18.75,22.29,27.59,627.47,23.60,,,,,,
10/12/67,13.10,16.70,102.97,289.42,18.46,22.29,27.75,624.10,23.73,,,,,,
10/13/67,12.92,16.99,104.65,292.41,18.82,22.29,27.83,621.29,24.22,,,,,,
10/16/67,13.03,17.67,102.85,290.91,18.61,22.38,28.39,623.82,24.61,,,,,,
10/17/67,12.79,17.67,104.53,287.42,18.46,21.88,28.52,637.01,24.39,,,,,,
10/18/67,12.74,17.29,104.89,291.91,18.17,21.97,28.40,634.20,24.39,,,,,,
10/19/67,12.74,16.99,103.69,295.15,18.15,21.88,28.60,637.01,24.35,,,,,,
10/20/67,12.60,17.16,103.33,298.02,18.33,21.63,28.44,649.92,24.48,,,,,,
10/23/67,12.52,17.16,103.69,294.66,17.68,21.50,28.56,648.79,24.39,,,,,,
10/24/67,12.63,17.08,104.17,294.41,17.68,21.37,28.40,644.02,25.50,,,,,,
10/25/67,12.64,17.46,104.29,293.91,17.70,21.28,28.56,673.49,26.74,,,,,,
10/26/67,12.76,17.71,106.22,296.53,18.35,21.40,28.16,673.21,27.49,,,,,,
10/27/67,12.87,17.75,105.26,298.15,18.48,21.40,28.16,666.47,27.27,,,,,,
10/30/67,13.24,18.25,104.29,297.65,18.33,21.31,28.08,667.32,26.47,,,,,,
10/31/67,13.16,18.55,102.12,296.15,18.09,20.93,28.40,656.65,26.03,,,,,,
11/1/67,13.18,18.76,96.83,291.54,17.78,20.80,28.56,651.04,25.59,,,,,,
11/2/67,13.19,18.84,96.70,290.66,17.68,20.74,27.92,632.24,25.23,,,,,,
11/3/67,13.16,18.25,96.34,289.96,17.68,20.93,27.44,620.45,24.08,,,,,,
11/6/67,12.98,18.38,97.07,290.46,17.49,20.87,27.56,629.15,23.91,,,,,,
11/8/67,13.06,18.53,96.22,288.21,17.47,20.65,27.24,615.40,24.17,,,,,,
11/9/67,13.08,18.51,98.03,289.71,17.42,20.74,27.36,620.17,24.79,,,,,,
11/10/67,13.00,18.25,98.87,293.46,17.26,20.87,27.52,620.17,25.63,,,,,,
11/13/67,13.07,17.33,97.07,294.96,16.89,20.96,27.48,615.68,24.75,,,,,,
11/14/67,12.98,17.16,94.90,293.46,17.10,20.52,26.80,609.23,23.91,,,,,,
11/15/67,13.15,17.67,95.38,297.46,17.00,20.65,26.64,615.12,24.39,,,,,,
11/16/67,13.30,18.17,99.11,304.96,17.26,21.09,26.44,638.69,25.41,,,,,,
11/17/67,13.35,18.67,97.79,307.96,17.47,21.59,26.68,646.55,25.50,,,,,,
11/20/67,13.20,17.92,97.07,299.96,17.24,21.72,26.56,627.47,25.01,,,,,,
11/21/67,13.51,18.21,100.20,308.96,17.55,21.63,26.64,643.18,26.16,,,,,,
11/22/67,13.61,18.93,100.92,306.21,17.97,21.69,26.80,645.99,26.52,,,,,,
11/24/67,14.17,18.72,100.20,306.96,18.18,21.75,27.24,643.18,26.43,,,,,,
11/27/67,14.33,18.67,100.80,308.46,18.18,21.63,27.52,663.39,26.70,,,,,,
11/28/67,14.31,19.85,102.12,306.96,18.18,21.66,27.88,669.23,26.61,,,,,,
11/29/67,14.58,20.86,103.09,306.96,18.13,21.85,28.60,663.61,26.83,,,,,,
11/30/67,14.74,20.82,100.32,305.96,18.13,21.72,28.08,655.18,27.18,,,,,,
12/1/67,14.88,21.06,100.08,307.96,18.28,21.50,28.56,670.35,28.07,,,,,,
12/4/67,14.66,21.14,99.84,314.96,18.33,21.88,28.88,706.32,28.78,,,,,,
12/5/67,14.63,20.63,100.59,314.46,18.39,22.23,28.88,689.46,29.44,,,,,,
12/6/67,14.63,20.30,100.83,316.34,18.86,22.83,29.53,693.95,30.59,,,,,,
12/7/67,14.84,19.79,100.10,319.96,19.01,22.79,29.85,682.15,30.55,,,,,,
12/8/67,14.79,19.92,97.32,322.21,18.96,22.79,29.61,683.84,30.28,,,,,,
12/11/67,14.66,19.62,95.50,322.71,18.80,22.79,29.57,682.72,30.68,,,,,,
12/12/67,14.68,19.62,93.92,320.46,19.07,22.60,29.21,674.85,31.70,,,,,,
12/13/67,14.58,19.58,95.25,321.71,19.33,22.34,29.13,674.85,32.58,,,,,,
12/14/67,14.68,19.41,94.53,323.96,19.59,22.22,29.00,673.73,32.67,,,,,,
12/15/67,14.40,19.54,93.32,318.59,19.17,22.06,28.88,663.05,33.12,,,,,,
12/18/67,14.04,19.46,92.95,308.96,19.38,22.15,28.72,664.17,32.98,,,,,,
12/19/67,14.18,19.50,92.59,308.71,20.01,22.09,28.24,658.55,32.14,,,,,,
12/20/67,14.15,19.29,92.83,312.46,19.85,21.96,28.40,659.68,31.57,,,,,,
12/21/67,14.04,18.87,92.95,311.09,19.67,21.90,28.92,674.85,31.96,,,,,,
12/22/67,13.91,18.87,92.47,306.71,19.64,21.55,28.96,667.83,32.23,,,,,,
12/26/67,13.88,18.91,92.10,308.21,19.80,21.64,28.68,672.04,31.88,,,,,,
12/27/67,13.64,19.12,89.92,312.46,19.80,21.55,29.04,674.29,31.88,,,,,,
12/28/67,13.67,18.87,90.65,312.21,19.59,21.68,29.37,670.35,31.79,,,,,,
12/29/67,14.15,18.61,93.07,313.46,19.17,21.48,29.61,681.03,30.55,,,,,,
1/2/68,14.00,18.36,92.71,306.71,18.80,20.62,29.85,663.61,30.10,,,,,,
1/3/68,13.83,18.53,92.95,302.96,18.28,20.43,29.85,640.57,30.24,,,,,,
1/4/68,13.77,18.53,92.10,294.34,17.97,20.27,29.41,619.22,27.89,,,,,,
1/5/68,13.87,18.70,93.07,296.46,18.18,21.20,29.29,627.09,29.13,,,,,,
1/8/68,13.72,19.03,95.01,298.71,18.23,20.94,29.29,628.77,30.46,,,,,,
1/9/68,13.59,18.82,95.98,299.21,18.15,20.62,29.33,628.21,29.26,,,,,,
1/10/68,13.69,18.49,95.86,301.96,17.89,20.69,28.96,629.34,28.07,,,,,,
1/11/68,13.80,18.15,94.29,304.46,17.55,20.56,28.76,623.72,28.87,,,,,,
1/12/68,13.83,18.19,92.47,307.96,17.60,20.59,28.88,622.59,29.31,,,,,,
1/15/68,13.75,19.03,92.47,311.46,17.42,20.75,28.76,629.34,29.97,,,,,,
1/16/68,13.56,19.16,91.38,307.96,17.24,20.59,29.00,629.34,29.57,,,,,,
1/17/68,13.55,19.71,90.77,307.96,17.37,20.50,28.96,623.72,31.88,,,,,,
1/18/68,13.45,20.13,90.16,310.71,18.02,20.56,28.88,613.60,30.81,,,,,,
1/19/68,13.67,20.05,90.53,310.46,18.07,20.53,28.76,599.55,30.99,,,,,,
1/22/68,13.56,19.79,89.80,303.46,17.94,20.37,28.51,589.44,30.50,,,,,,
1/23/68,13.64,19.67,88.95,311.46,17.55,20.43,28.31,588.60,30.68,,,,,,
1/24/68,13.40,19.46,89.44,306.96,17.34,20.08,28.31,588.32,29.84,,,,,,
1/25/68,13.51,19.71,88.23,308.46,17.47,19.96,27.99,593.94,29.57,,,,,,
1/26/68,13.53,19.62,88.10,309.21,17.76,19.99,27.87,595.06,29.09,,,,,,
1/29/68,13.31,19.41,88.23,307.21,18.07,19.96,27.71,588.32,29.31,,,,,,
1/30/68,13.53,19.37,87.01,304.71,18.07,20.12,27.26,581.57,28.25,,,,,,
1/31/68,13.45,19.12,85.20,297.21,17.73,19.99,26.82,568.65,27.63,,,,,,
2/1/68,13.53,19.46,86.65,299.71,17.66,20.05,26.41,574.83,28.33,,,,,,
2/2/68,13.69,19.16,88.10,297.96,17.68,19.67,26.74,577.36,28.60,,,,,,
2/5/68,13.72,18.70,86.65,296.86,17.63,19.80,27.54,577.92,28.20,,,,,,
2/6/68,13.85,18.66,87.26,294.11,17.50,19.61,27.67,586.07,28.25,,,,,,
2/7/68,13.96,19.12,86.89,296.86,17.29,19.67,27.38,588.60,28.33,,,,,,
2/8/68,13.88,18.40,85.80,290.10,16.72,19.61,27.46,564.15,27.76,,,,,,
2/9/68,13.24,17.69,85.08,286.09,16.30,19.57,27.14,574.83,27.89,,,,,,
2/13/68,13.27,17.18,84.35,286.09,16.04,19.13,27.06,571.18,27.58,,,,,,
2/14/68,13.39,17.27,85.32,293.10,16.35,19.32,27.26,593.65,27.98,,,,,,
2/15/68,13.24,17.35,85.20,293.60,16.72,19.73,27.18,593.65,28.33,,,,,,
2/16/68,13.27,17.60,85.08,289.09,16.78,19.67,27.50,575.39,27.94,,,,,,
2/19/68,13.33,17.14,83.98,293.17,16.91,19.70,27.58,574.55,28.33,,,,,,
2/20/68,13.32,17.52,84.59,298.11,16.78,19.73,27.71,569.21,28.51,,,,,,
2/21/68,13.69,17.56,85.08,300.12,17.28,20.12,27.75,572.86,28.29,,,,,,
2/23/68,13.72,16.59,85.32,295.48,16.89,20.47,27.54,569.77,28.07,,,,,,
2/26/68,13.61,16.17,84.11,294.36,16.86,20.59,27.30,562.97,27.27,,,,,,
2/27/68,13.72,16.13,85.08,297.61,16.86,20.12,27.67,575.91,27.05,,,,,,
2/28/68,13.77,16.04,84.35,295.61,17.10,19.80,27.67,564.93,27.09,,,,,,
2/29/68,13.61,15.75,84.86,290.60,16.81,19.73,27.46,554.24,25.85,,,,,,
3/1/68,13.56,15.50,85.23,289.09,16.65,19.61,27.67,545.24,25.63,,,,,,
3/4/68,13.56,14.32,82.78,281.58,16.34,19.45,27.63,530.89,24.53,,,,,,
3/5/68,13.40,14.49,84.01,285.46,16.02,19.58,27.30,537.93,23.60,,,,,,
3/6/68,13.35,14.87,85.47,294.36,16.05,19.90,27.26,553.12,25.28,,,,,,
3/7/68,13.61,15.16,85.10,293.10,16.02,19.80,27.30,548.90,24.35,,,,,,
3/8/68,13.93,15.79,84.62,290.35,16.05,19.64,27.34,544.11,24.97,,,,,,
3/11/68,14.02,16.32,85.96,297.11,16.50,20.06,27.79,570.56,25.85,,,,,,
3/12/68,14.18,15.94,86.08,298.36,16.65,20.06,27.58,549.18,26.61,,,,,,
3/13/68,14.57,15.61,85.59,295.86,16.60,20.22,27.38,535.68,27.27,,,,,,
3/14/68,14.19,15.10,84.62,287.09,15.66,19.48,27.26,526.67,26.56,,,,,,
3/15/68,14.33,15.02,86.33,295.17,15.89,19.32,27.22,533.99,26.96,,,,,,
3/18/68,14.48,15.69,85.47,295.98,16.55,19.74,27.46,542.71,27.67,,,,,,
3/19/68,14.31,15.44,84.74,291.35,16.39,19.55,27.30,531.74,27.63,,,,,,
3/20/68,14.31,15.52,85.35,293.98,16.18,19.52,27.30,530.61,27.27,,,,,,
3/21/68,14.37,15.31,84.86,290.60,16.08,19.48,27.30,519.36,26.56,,,,,,
3/22/68,14.53,14.43,84.37,293.35,15.87,19.39,27.30,519.36,26.47,,,,,,
3/25/68,14.50,14.47,83.64,294.36,16.02,18.88,27.34,523.86,27.09,,,,,,
3/26/68,14.42,14.34,83.27,297.61,16.29,19.39,27.75,538.49,27.18,,,,,,
3/27/68,14.37,14.26,84.01,299.62,16.70,19.96,27.83,541.02,27.63,,,,,,
3/28/68,14.22,14.34,83.52,300.87,16.86,20.28,27.87,540.74,28.25,,,,,,
3/29/68,14.31,14.13,84.37,306.88,17.02,20.16,28.19,544.11,28.78,,,,,,
4/1/68,14.64,14.38,87.67,316.15,17.80,20.57,28.92,576.75,29.88,,,,,,
4/2/68,14.45,15.18,86.94,318.15,17.60,20.70,28.80,584.63,30.24,,,,,,
4/3/68,14.53,16.11,87.55,320.16,17.78,20.83,29.08,584.63,30.46,,,,,,
4/4/68,14.45,16.62,87.91,319.41,17.67,21.50,29.52,593.07,31.74,,,,,,
4/5/68,14.49,16.62,87.18,315.65,17.54,21.34,29.08,591.94,30.81,,,,,,
4/8/68,14.45,16.83,87.91,321.66,17.94,21.69,29.40,602.63,31.17,,,,,,
4/10/68,14.96,16.96,89.50,321.16,18.59,21.60,29.20,609.95,31.17,,,,,,
4/11/68,15.33,17.17,90.48,325.17,18.43,21.50,29.28,615.58,30.81,,,,,,
4/15/68,15.23,17.72,88.89,324.79,17.91,21.76,29.84,609.39,30.55,,,,,,
4/16/68,15.06,17.67,91.09,323.16,18.12,22.49,29.84,608.26,31.61,,,,,,
4/17/68,15.20,17.84,91.58,322.16,18.01,22.33,30.00,599.82,31.65,,,,,,
4/18/68,15.44,17.84,92.31,320.66,18.07,22.36,30.21,616.70,32.27,,,,,,
4/19/68,15.17,17.72,91.45,318.91,18.56,22.52,29.80,599.82,31.88,,,,,,
4/22/68,15.33,16.96,89.50,318.66,18.28,22.20,29.72,613.33,32.23,,,,,,
4/23/68,15.87,17.55,89.50,328.18,18.64,22.65,29.96,636.96,33.82,,,,,,
4/24/68,15.65,18.31,90.36,327.17,18.75,22.65,29.76,629.92,34.71,,,,,,
4/25/68,15.65,18.52,91.21,328.68,18.54,22.40,30.41,627.39,34.80,,,,,,
4/26/68,15.71,18.05,93.16,330.18,18.59,22.40,30.57,634.71,34.93,,,,,,
4/29/68,15.60,18.90,93.77,334.94,18.69,22.36,30.25,629.64,35.28,,,,,,
4/30/68,15.71,18.56,93.65,339.45,18.43,22.27,30.57,625.14,36.57,,,,,,
5/1/68,15.82,18.64,91.45,343.71,18.28,22.33,30.66,633.02,36.92,,,,,,
5/2/68,15.87,19.49,92.92,348.72,18.22,22.36,30.66,649.90,38.25,,,,,,
5/3/68,15.98,19.40,92.31,345.35,17.96,22.43,30.86,657.78,39.05,,,,,,
5/6/68,16.03,19.23,91.45,344.35,18.33,22.40,30.49,648.21,39.93,,,,,,
5/7/68,16.30,19.40,90.36,345.23,18.35,22.27,30.86,645.96,41.26,,,,,,
5/8/68,16.62,19.32,89.87,344.85,18.43,22.36,30.74,643.15,39.76,,,,,,
5/9/68,16.67,19.32,89.26,342.59,18.22,22.43,30.74,637.52,37.10,,,,,,
5/10/68,16.70,19.32,89.38,340.21,18.35,22.72,30.90,641.46,35.95,,,,,,
