Date,NDX,AMZN,EBAY,MU,CSCO,QCOM,INTC,ORCL,MSFT,ADBE,JNPR,TXN,ASML,MSTR,VRSN,NOK,YHOO,LU
8/22/00,3828,1.83,5.42,86.25,43.25,18.02,41.01,33.83,21.97,30.36,145.29,41.67,28.17,25.55,141.12,21.19,66.91,6.09
8/23/00,3897,1.94,5.52,88.95,44.83,17.96,42.43,33.55,21.81,31.31,145.53,43.27,28.17,26.13,147.86,20.85,69.91,6.24
8/24/00,3950,1.97,5.86,90.73,44.37,19.3,42.21,34.28,21.93,32.16,148.02,44.38,28.51,27.38,151.52,20.64,67.12,6.24
8/25/00,3931,2,5.94,87.23,43.71,18.74,41.47,34.26,21.77,32.01,148.8,42.79,27.47,26.88,149.77,20.57,67.12,6.24
8/28/00,3954,1.96,6.01,87.54,44.08,18.9,42,35.12,21.99,32.38,155.13,44.22,27.43,27.5,154.01,20.27,60.5,6.21
8/29/00,3952,1.98,5.84,85.52,44.42,19.18,42.11,35.52,21.87,32.69,152.84,42.75,26.95,28.13,159.22,20.05,61.62,6.21
8/30/00,3969,2.15,5.83,82.03,44.42,18.56,41.79,35.72,21.58,32.18,158.88,42.67,26.26,28.19,164.52,20.88,60.75,6.24
8/31/00,4078,2.08,5.92,79.88,45.79,19.06,42.57,36.81,21.52,32.28,166.57,42.55,26.47,27.88,168.87,22.12,56.97,6.09
9/1/00,4099,2.08,6,76.76,45.75,18.86,42.04,37.5,21.64,33.6,172.71,42.71,28.43,31.38,157.89,23.23,56.97,6.09
9/5/00,3987,2.28,6.44,76.94,44.04,18.9,39.37,36.86,21.62,33.09,171.54,42.07,28.6,34.92,153.96,22.06,56.03,6.24
9/6/00,3838,2.29,6.27,68.61,42.87,19.68,37.36,36.13,21.41,31.66,163.41,40.08,26.43,32.81,144.51,21.44,53.47,5.78
9/7/00,3953,2.17,6.36,72.04,44.21,20.41,38.34,36.91,21.6,34.01,167.45,39.2,27.34,33.25,151.73,21.87,52.06,5.66
9/8/00,3813,2.15,6.28,67.63,42.62,19.6,37.17,35.04,21.37,33.25,154.01,37.37,25.87,33.75,145.95,20.76,52.06,5.66
9/11/00,3707,2.12,6.18,63.59,40.83,18.5,36.78,33.78,21.21,31.6,142.66,36.97,25.26,31.81,145.84,21.01,53.5,5.36
9/12/00,3667,2.13,5.94,62.06,39.29,19.56,36.92,32.13,21,30.5,147.87,36.49,24.91,29.5,141.18,21.29,53.19,5.36
9/13/00,3742,2.12,5.97,65.12,40.91,20.37,34.82,33.12,21.04,31.28,154.79,36.33,24.95,31,146.9,21.5,53.47,5.42
9/14/00,3737,2.24,6.53,61.75,40.87,19.93,33.9,34.38,20.29,31.14,154.98,38.33,25.43,29.63,149.19,21.84,52.94,5.3
9/15/00,3676,2.18,6.44,58.07,41.87,21.09,32.7,31.7,19.79,32.94,157.17,37.61,24.3,29.31,153.32,21.63,52.94,5.3
9/18/00,3586,2.14,6.31,57.34,40.08,22.22,31.73,30.96,19.42,35.26,149.62,37.73,23.96,26.38,152.73,21.19,54.03,4.99
9/19/00,3756,2.04,6.27,64.38,41.37,24.67,34.33,32.11,20.04,37.97,163.59,40.6,24.52,27.81,159.8,22.24,54.84,5.36
9/20/00,3790,1.88,7.31,65.12,42.12,23.89,35.85,32.36,19.81,39.18,171.49,38.25,24.09,27,164.74,21.59,54.06,5.42
9/21/00,3718,2,6.8,54.03,40.79,22.9,34.96,31.95,19.79,38.99,164.51,34.34,23.74,26.88,162.35,19.71,55.72,5.23
9/22/00,3701,2.07,6.86,51.7,40.25,23.24,27.25,32.68,19.5,37.14,175.84,36.33,22.65,26.38,165.48,21.25,55.72,5.23
9/25/00,3622,2.02,6.91,45.82,38.16,22.28,25.8,31.88,18.88,36.66,177.58,33.15,22.48,26.06,163.2,20.64,51.22,5.17
9/26/00,3583,1.99,6.75,48.64,36.83,23.36,24.63,32.16,19.33,37.58,179.63,31.27,22.09,23.63,158.42,20.51,45.19,5.11
9/27/00,3572,1.89,6.06,50.6,38.24,23.2,24.95,32.33,18.69,36.85,175.34,30.84,22.61,24.25,165.11,20.14,47.84,5.23
9/28/00,3725,2,6.6,48.52,39.66,23.81,25.27,32.99,18.9,39.87,177.68,29.96,23.48,27.75,176.94,20.23,45.5,5.23
9/29/00,3571,1.92,6.56,45.09,36.87,22.68,23.63,31.88,18.59,38.56,170.62,30.28,22.44,27.31,172.01,20.2,45.5,5.23
10/2/00,3458,1.79,6.38,41.53,37.03,22.7,22.81,31.88,18.23,40.49,160.63,31.87,20.74,27.25,162.93,19.71,42,5.36
10/3/00,3353,1.75,5.92,42.21,37.54,23.08,22.92,28.13,17.44,40.6,156.98,31.08,21.48,25.94,152.85,20.02,43.97,5.36
10/4/00,3453,1.8,6.17,46.01,39.08,24.97,23.88,27.58,17.09,39.24,162.06,32.35,22.44,27.5,155.87,20.33,42.34,5.3
10/5/00,3424,1.68,6.1,40.19,38.41,26.38,23.31,27.65,17.07,36.89,154.25,31.11,22.83,28,164.15,19.52,40.62,5.72
10/6/00,3312,1.58,5.67,40,37.49,24.77,22.71,27.38,17.13,36.67,147.87,29.88,21.13,25.44,159.69,18.63,40.62,5.72
10/9/00,3319,1.5,5.82,38.96,35.83,25.27,22.21,27.02,16.71,37.18,155.52,28.92,20.92,25.56,158.53,18.29,41.34,5.9
10/10/00,3188,1.52,5.53,36.14,34.12,25.37,21.36,26.16,16.82,35.69,160.48,27.57,19.1,24.06,150.62,17.3,32.69,5.96
10/11/00,3101,1.39,5.06,37,34.16,22.44,20.11,25.2,17.19,37.43,160.53,26.65,18.23,21.5,133.85,16.25,28.31,5.96
10/12/00,3004,1.26,4.88,34.86,33.24,20.49,21.11,25.5,16.76,32.49,155.55,25.22,17.71,19.88,125.25,14.55,30,5.9
10/13/00,3278,1.42,5.33,35.65,37.41,22.26,22.96,28.84,16.57,36.05,178.07,28.37,20.01,21.94,137.56,16.37,30,5.9
10/16/00,3249,1.22,5.69,33.02,36.37,24.51,20.29,27.98,15.53,35.22,189.37,27.77,19.05,21.5,140.22,16.28,24.47,6.54
10/17/00,3172,1.1,5.04,28.42,36.41,23.62,20.57,27.27,15.55,33.02,178.6,25.62,16.22,24.06,134.48,15.17,26.38,6.7
10/18/00,3139,1.26,5.1,28,34.87,23.81,21.71,27.17,15.95,32.06,166.67,23.51,16.53,21.88,130.34,14.83,29.78,6.39
10/19/00,3403,1.39,5.46,34,38.87,24.51,23.84,29.45,19.08,34.17,181.25,29.16,18.36,25.44,141.69,18.84,29.5,6.54
10/20/00,3457,1.54,5.54,34.18,38.24,23.79,24.48,28.54,20.1,34.79,180.79,30.28,18.75,24.19,150.57,19.37,29.5,6.54
10/23/00,3422,1.5,5.69,35.59,37.28,23.44,24.63,27.58,19.15,34.91,175.24,31.15,19.1,24.56,149.98,19.31,29.31,6.7
10/24/00,3353,1.48,5.16,32.84,36.62,22.6,23.88,28.99,18.96,33.58,169.98,29.24,18.79,24.75,142.92,19.77,27.78,6.54
10/25/00,3108,1.59,5.16,29.59,33.78,20.93,23.49,27.83,18.88,33.53,152.45,27.17,17.23,24.56,125.2,18.94,28,6.39
10/26/00,3167,1.84,5.01,31,35.74,22.86,25.41,27.58,19.87,35.98,148.16,28.21,18.57,23,120.84,19.06,27.62,6.24
10/27/00,3175,1.78,4.9,29.65,33.82,23.83,26.37,27.68,20.87,37.16,141.05,28.5,18.57,24.38,108.11,19.46,27.62,6.24
10/30/00,3081,1.64,4.7,32.04,32.07,21.69,25.58,25.6,21.29,34.59,129.65,29.77,18.27,23.5,99.3,19.62,29.31,6.39
10/31/00,3282,1.83,4.92,34.06,35.95,20.73,25.58,26.72,21.23,37.79,151.96,31.29,19.31,23.94,112.09,21.13,32.18,6.39
11/1/00,3225,1.87,5.16,34.92,34.78,19.58,25.51,25.4,21.47,38.38,142.9,29.81,18.96,23.02,108.11,21.59,33.72,6.54
11/2/00,3308,1.99,5.48,34.61,37.2,19.99,26.54,23.93,21.68,40.15,151.86,30.29,19.4,23.94,115.38,21.59,34.38,7.15
11/3/00,3322,1.88,5.23,35.04,37.87,22.44,26.13,24.54,21.04,40.08,168.42,29.73,20.14,24.25,120.9,21.72,34.38,7.15
11/6/00,3290,1.83,5.19,33.42,36.78,22.46,26.48,22.62,21.43,41.36,170.52,29.58,20.27,23.25,121.65,20.91,34.25,6.85
11/7/00,3280,1.85,5.41,35.22,37.87,23.48,26.27,21.51,21.73,40.86,164.19,28.66,19.01,24,118.67,20.7,32.5,6.39
11/8/00,3059,1.69,4.93,33.94,34.78,21.98,24.28,20.09,21.41,39.87,146.65,26.98,17.97,22.5,107.95,20.3,29.41,6.39
11/9/00,3057,1.56,4.65,31.92,35.53,23.14,23.53,22.01,21.85,41.32,139.98,26.71,17.71,22,104.5,20.48,28.22,6.39
11/10/00,2890,1.5,4.4,29.53,33.41,23.54,21.05,20.59,20.77,38.47,133.21,24.71,15.67,21.38,96.11,18.91,28.22,6.39
11/13/00,2837,1.39,4.09,31.73,33.61,23.89,21.72,20.04,20.48,35.8,128.23,26.98,16.19,21.31,92.35,18.57,29.72,6.24
11/14/00,3040,1.45,4.55,32.71,35.45,25.58,23.29,22.97,21.21,40.55,143.39,29.14,16.88,22.94,101.1,20.17,28.56,6.54
11/15/00,3077,1.48,4.37,34.31,35.74,26.8,23.61,23.38,21.6,40.33,138.32,30.61,16.93,21.75,101.85,20.42,26.47,6.24
11/16/00,2925,1.39,4.09,32.47,34.07,28.03,22.75,22.16,21.25,40.49,126.1,29.65,15.58,20,100.15,19.77,25.62,5.84
11/17/00,2935,1.37,4.15,33.08,35.2,28.27,23.61,23.33,21.29,41.11,120.3,27.9,15.36,19.75,96.59,20.42,25.62,5.84
11/20/00,2792,1.29,3.29,34.8,34.2,26.94,23.39,20.04,20.71,37.75,94.98,26.98,14.32,18.13,88.84,19.46,20.84,5.3
11/21/00,2787,1.21,3.01,33.82,35.83,27.85,24.24,19.33,20.89,39.74,88.5,26.75,14.1,16.63,79.87,20.14,19.09,5.42
11/22/00,2668,1.26,3.14,35.22,33.74,25.13,23.43,18.06,21.04,35.92,93.22,26.59,13.54,15.5,72.23,19.62,19.09,5.23
11/24/00,2830,1.45,3.53,40.06,35.16,26.9,24.99,19.53,21.56,37.69,103.16,28.06,14.93,16.88,79.18,20.79,20.44,5.11
11/27/00,2769,1.4,3.65,36.39,34.2,28.47,24.99,18.72,21.79,34.18,96.44,28.22,15.1,15.63,74.04,21.59,18.48,4.5
11/28/00,2621,1.25,3.44,32.84,34.03,26.57,23.91,18.34,20.66,32.18,82.65,25.83,14.1,13.88,69.71,20.76,19.53,4.57
11/29/00,2603,1.35,3.54,33.63,34.49,26.3,24.32,18.52,20.06,31.95,90.2,24.91,14.97,12.73,68.57,20.95,19.81,4.14
11/30/00,2507,1.23,3.28,30.88,31.95,25.54,21.65,21.46,17.69,31.48,97.12,23.8,14.19,9.25,73.61,21.13,19.47,3.83
12/1/00,2550,1.23,3.32,30.32,32.36,26.42,19.41,21.4,17.46,33.44,102.77,24.11,14.58,12.06,72.07,21.53,19.47,3.83
12/4/00,2554,1.33,3.08,30.57,30.57,28.65,18.73,22.82,17.4,33.81,100.91,25.27,14.23,11,73.88,22.03,21.94,4.14
12/5/00,2853,1.27,3.77,32.47,34.78,31.71,20.48,25.5,18.46,38.1,121.57,29.14,16.49,13.5,86.08,25.39,18.75,4.87
12/6/00,2744,1.18,3.47,31.37,34.32,31.63,18.06,24.44,17.48,33.38,109.33,29.54,16.58,13.09,87.99,25.39,17.47,4.5
12/7/00,2720,1.07,3.34,30.02,33.32,33.24,18.38,22.92,16.38,31.3,116.02,27.34,16.36,11.19,86.93,24.99,17.47,4.99
12/8/00,2895,1.17,3.69,34,34.95,32.87,19.34,24.34,16.78,33.97,124.1,31.57,17.75,13.25,95.09,24.87,17.47,4.99
12/11/00,2973,1.27,4.15,36.76,36.58,31.67,21.29,25.86,17.9,36.82,127.8,33.08,19.05,15.69,98.5,24.96,17.91,5.05
12/12/00,2863,1.29,3.91,35.53,36.28,28.59,20.76,24.9,18,35.12,125.51,33.68,18.14,15.75,95.16,24.68,17.44,4.63
12/13/00,2749,1.19,3.75,33.69,34.12,29.07,20.19,22.97,17.65,32.88,120.79,30.61,16.75,14.63,86.61,23.79,16,4.75
12/14/00,2639,1.13,3.53,34.24,33.99,28.03,19.98,22.26,17.11,28.47,106.18,31.41,16.01,15.38,81.04,23.91,16.5,4.75
12/15/00,2543,1.14,3.63,35.16,32.14,25.33,18.45,23.12,15.16,31.02,100.43,29.97,15.54,14,79.45,23.05,16.5,4.75
12/18/00,2543,0.99,3.66,35.29,28.65,27.2,18.91,25.91,14.74,31.58,100.43,30.45,14.89,12.06,73.4,22.49,14,4.5
12/19/00,2400,0.91,3.08,34.06,27.86,26.56,19.02,24.79,13.82,31.79,88.64,30.61,14.89,11,67.72,22.49,13.97,4.44
12/20/00,2210,0.83,2.67,29.22,24.36,24.55,18.17,23.07,12.79,28.44,76.52,27.42,14.19,10,58.43,20.33,12.81,4.38
12/21/00,2225,0.76,2.72,30.32,25.94,24.13,18.84,23.88,13.39,29.71,73.2,27.98,15.15,9.81,57.85,19.74,14.78,4.32
12/22/00,2436,0.78,3.34,34.24,27.69,27.06,18.73,25.81,14.32,32.63,95.95,30.37,16.06,10.5,68.3,21.59,14.78,4.32
12/26/00,2405,0.85,3.31,35.29,27.19,26.68,18.7,25.05,14.45,32.76,91.23,29.81,16.23,9.75,67.72,21.56,14.88,4.32
12/27/00,2460,0.84,3.37,36.57,27.19,28.61,18.52,24.85,14.32,32.54,99.8,31.89,16.14,9.69,69.05,21.75,15.5,4.32
12/28/00,2465,0.87,3.61,35.22,26.4,28.45,17.6,25.15,13.74,30.61,108.03,31.73,16.06,10,67.61,21.59,15.03,4.32
12/29/00,2342,0.78,3.15,34.8,25.52,26.16,17.1,23.53,13.37,28.91,98.24,30.21,15.67,9.5,63,21.5,15.03,4.32
1/2/01,2129,0.69,2.88,34.67,22.23,22.56,17.67,21.35,13.37,23.22,79.93,29.54,14.41,9.5,52.49,20.2,15.47,4.14
1/3/01,2528,0.88,3.76,41.17,27.57,26.76,19.47,25.91,14.78,28.79,102.87,32.05,16.93,10.94,68.45,22.09,14.78,4.57
1/4/01,2460,0.77,3.38,38.59,27.94,25.13,19.22,26.36,14.93,26.71,97.65,33.2,16.75,10.56,65.28,21.84,14.25,4.63
1/5/01,2268,0.73,2.92,35.78,24.44,23.26,18.24,24.39,15.15,25.59,85.58,30.17,17.1,9.56,58.43,20.91,14.25,4.63
1/8/01,2282,0.75,2.92,36.2,24.39,24.79,18.17,24.24,15.09,24.63,90,29.97,16.62,9.5,56.63,21.32,15.06,5.05
1/9/01,2311,0.82,3.19,36.02,24.77,23.32,18.34,25.5,15.97,24.75,91.32,28.54,17.45,9.88,62.09,19.43,15.25,5.3
1/10/01,2414,0.82,3.75,37.25,24.19,23.06,18.77,26.52,16.3,22.73,92.98,29.62,17.45,11.63,67.56,19.56,12.94,5.17
1/11/01,2524,0.85,3.91,40.19,26.11,22.46,18.98,26.97,16.96,23.88,103.11,31.65,19.18,14.06,74.25,20.76,13.28,5.05
1/12/01,2506,0.88,3.82,40.62,25.4,22.86,18.27,26.16,16.49,25.06,102.48,30.53,19.05,15,72.07,20.45,13.28,5.05
1/16/01,2471,0.9,4.18,38.17,25.69,22.58,17.85,25.76,16.2,25.28,99.75,30.41,17.88,13.81,66.55,19.46,15.12,4.99
1/17/01,2559,0.92,4.13,38.47,26.02,23.24,17.35,26.92,16.32,26.58,106.13,32.25,19.53,14.88,75.15,19.86,17.22,4.81
1/18/01,2670,0.98,4.48,43.56,27.94,23.26,18.31,27.38,17.11,27.83,106.47,32.68,20.53,14.69,78.07,20.27,16.91,4.38
1/19/01,2656,1,4.79,45.52,26.94,22.4,19.09,27.98,18.81,28.94,104.67,32.09,20.01,14.56,67.45,19.34,16.91,4.38
1/22/01,2643,0.93,4.72,43.62,27.65,24.01,18.98,25.76,18.54,29.78,99.41,30.97,19.53,15.81,66.02,19.25,19.48,3.65
1/23/01,2730,0.95,5,42.39,28.44,24.71,20.12,25.49,18.67,29.53,105.73,28.7,19.83,16,63.26,19.25,21.44,3.9
1/24/01,2726,1.09,5.19,43.98,28.4,23.63,20.62,24.34,19.4,29.87,104.42,27.74,19.83,15.81,69.21,18.81,19.59,4.14
1/25/01,2596,0.95,4.76,42.88,26.23,23.54,19.62,24.24,19.06,28.35,98.53,26.82,19.79,15.25,62.52,18.23,18.84,4.2
1/26/01,2632,0.98,4.76,43.07,25.61,25.78,20.41,24.59,19.73,28.85,92.54,26.47,19.36,15.5,64.75,18.41,18.84,4.2
1/29/01,2695,1.01,4.99,44.4,24.86,27.63,21.08,24.64,19.89,26.83,90.59,28.04,19.31,15.38,68.68,18.28,19.84,3.9
1/30/01,2686,0.95,5.08,45.92,25.36,27.28,21.05,24.54,19.54,26.21,87.62,28.54,19.66,16.81,66.07,17.44,18.66,3.83
1/31/01,2593,0.87,4.71,44.86,24.98,26.76,21.05,23.58,18.83,21.71,82.56,27.95,19.79,16.81,62.41,16.98,18.03,3.83
2/1/01,2607,0.81,4.61,41.34,25.52,27.14,21.51,24.34,19.23,22.58,84.41,27.89,19.49,17.06,63.69,16.99,16.5,3.77
2/2/01,2472,0.72,4.41,40.38,23.69,27.63,20.3,22.47,18.75,21.65,78.46,27.49,18.57,15.88,57.32,16.11,16.5,3.77
2/5/01,2467,0.72,4.46,37.52,23.06,27.51,19.74,22.26,19.1,22.55,81.63,26.17,17.84,16.13,59.49,16.31,18.19,3.59
2/6/01,2473,0.79,4.48,38.93,23.86,26.4,20.17,22.37,19.29,21.86,79.63,26.17,17.36,16.94,58.43,16.37,16.72,3.17
2/7/01,2410,0.75,4.41,38.05,20.73,27.57,19.88,22.42,19.94,20.03,73.55,24.88,16.75,13.38,54.66,15.4,15.09,3.17
2/8/01,2356,0.72,4.5,39.18,20.02,26.98,19.71,21.96,19.19,17.86,72.52,24.72,17.01,11.81,52.33,14.84,13.97,3.04
2/9/01,2262,0.67,4.25,37.99,18.81,25.19,19.07,19.08,18.23,17.58,65.36,23.82,16.23,10.25,50.9,13.84,13.97,3.04
2/12/01,2287,0.73,4.51,38.64,19.73,26.38,19.67,18.62,18.11,18.82,62.25,24.05,16.8,10.38,49.68,14.66,13.56,2.95
2/13/01,2208,0.69,4.53,40.68,19.02,25.62,18.46,18.27,17.94,18.48,61.47,23.87,16.32,10.69,49.14,13.89,14.25,3.07
2/14/01,2306,0.72,4.79,45.58,19.6,26.54,19.42,20.24,18,19.91,69.65,24.72,17.1,10.52,53.5,13.95,15.66,2.92
2/15/01,2371,0.73,4.82,43.72,20.56,27.26,20.38,20.65,18.13,19.35,71.84,25.94,17.4,11.06,54.33,14.05,14.09,3.07
2/16/01,2213,0.68,4.65,41.71,18.85,25.66,19.56,19.43,17.67,18.04,62.34,23.35,17.14,10.25,50.74,13.1,14.09,3.07
2/20/01,2095,0.63,4.25,37.83,17.39,24.04,17.89,18.72,17.23,17.02,58.25,22.01,16.4,10.13,47.82,12.6,13.06,2.22
2/21/01,2059,0.6,4.36,37.64,16.77,22.68,17.5,18.62,17.34,14.94,58.35,21.85,15.71,9.5,43.04,11.99,12,2.1
2/22/01,2032,0.6,4.25,37.25,17.64,21.31,17.07,18.93,17.01,15.12,53.36,20.86,15.41,9.06,40.87,11.49,12.72,2.22
2/23/01,2056,0.59,4.24,36.51,18.02,19.68,17.04,17.81,17.5,16.21,58.25,19.24,16.32,9.5,41.5,10.55,12.72,2.22
2/26/01,2098,0.6,4.33,34.31,17.39,20.07,16.79,18.77,18.36,15.74,56.21,18.6,16.1,10.44,45.27,11.25,11.72,2.53
2/27/01,1965,0.59,4.02,34.35,16.01,17.71,16.5,17.56,18.31,15.15,48.99,19.14,15.23,9.38,40.92,10.82,11.91,2.65
2/28/01,1908,0.51,3.66,33.54,15.81,17.45,16.26,15.38,18.19,14.44,50.31,18.85,14.71,8.97,40.49,10.87,12.22,2.77
3/1/01,1968,0.52,3.58,35.19,16.35,19.48,16.58,17.31,18.3,13.94,48.17,20.67,14.84,8.81,45.85,11.64,10.84,2.83
3/2/01,1881,0.5,3.6,35.37,14.81,19.26,16.68,13.66,17.48,13.76,41.78,22.37,15.1,8.69,42.94,11.89,10.84,2.83
3/5/01,1917,0.63,3.63,38.23,15.4,20.03,17.29,13.76,17.71,13.45,45.69,22.14,15.67,9.13,39.86,12.85,11.19,2.83
3/6/01,1976,0.59,3.85,42.99,16.01,18.8,17.93,14.27,18.32,14.16,49.92,23.03,17.53,9.03,41.34,12.6,10.47,2.83
3/7/01,1996,0.61,4.06,40.19,16.01,18.34,18.75,15.08,18.71,14.25,47.49,22.18,17.71,9,39.91,12.6,8.84,2.83
3/8/01,1938,0.58,3.74,42,15.22,18.22,18.92,14.17,18.27,13.48,48.12,22.2,17.27,8.03,37.89,12.41,8.5,2.83
3/9/01,1813,0.61,3.25,39.94,13.76,16.53,16.75,13.26,17.48,13.38,42.76,20.9,16.23,6.94,34.34,11.27,8.5,2.83
3/12/01,1681,0.53,3.01,39.95,12.55,15.3,15.79,12.3,16.01,12.92,38.72,19.84,15.62,5.73,31.37,10.6,8.03,2.5
3/13/01,1790,0.55,3.29,43.18,14.26,16.81,16.72,13.71,16.71,13.6,45.69,20.93,16.93,5.97,31.52,10.9,7.66,2.28
3/14/01,1745,0.53,3.26,42.66,13.51,16.33,16.54,13,16.65,12.98,44.61,20.11,16.53,5.25,32.27,10.78,7.5,2.31
3/15/01,1698,0.54,3.31,40.48,13.55,16.61,16.22,11.89,16.55,12.42,43.25,20.09,15.97,5.56,29.24,12.33,6.78,2.5
3/16/01,1648,0.55,3.1,39.26,13.3,16.02,15.86,11.39,16.82,14.22,41.35,20,14.06,4.69,28.82,12.21,6.78,2.5
3/19/01,1730,0.52,3.54,42.21,13.89,18.52,15.4,12.5,16.74,15.78,45.54,20.74,14.89,4.75,28.87,13.2,6.97,2.37
3/20/01,1614,0.51,3.37,39.79,12.72,17.19,14.01,11.64,16.24,16.3,40.86,20.58,14.28,4.25,26.96,12.55,6.84,2.34
3/21/01,1605,0.5,3.07,41.18,12.89,18.5,14.55,11.94,15.43,16.18,41.2,21.71,14.1,3.8,28.02,12.39,7.44,2.25
3/22/01,1702,0.51,3.5,45.77,13.18,18.1,16.33,12.55,16.65,17.89,44.71,24.16,15.93,3.78,29.72,12.48,7.22,2.25
3/23/01,1705,0.51,3.55,47.86,12.47,18.74,16.4,12.85,17.44,17.74,43.2,24.76,16.19,3.78,28.34,13.21,7.22,2.25
3/26/01,1677,0.55,3.67,45.94,11.93,18.02,16.11,12.5,17.28,16.7,40.13,23.29,16.19,3.97,29.93,13.52,7.78,2.13
3/27/01,1736,0.58,3.82,47.05,12.09,19.06,16.72,13.29,17.96,18.19,41.1,23.13,17.06,3.81,31.95,13.65,7.47,2.04
3/28/01,1602,0.54,3.45,43.37,10.51,17.45,15.33,12.19,17.13,16.89,34.2,20.72,15.19,3.38,28.08,12.23,7.5,1.92
3/29/01,1563,0.5,3.26,44.35,10.18,17.41,15.12,11.6,17.07,16.19,30.7,20.05,15.19,3.31,27.39,12.06,7.88,2.13
3/30/01,1573,0.51,3.45,40.71,10.55,18.02,14.97,11.84,16.86,17.38,29.58,19.77,15.06,2.88,30.09,11.98,7.88,2.13
4/2/01,1517,0.46,3.37,35.53,10.05,16.39,14.68,12.31,17.21,16.9,27.93,18.09,13.93,2.56,30.36,11.45,5.69,1.95
4/3/01,1399,0.43,2.93,35.54,9.18,14.56,14.23,10.65,16.46,15.35,23.85,17.55,13.37,2.97,23.78,10.61,6.22,1.98
4/4/01,1371,0.42,2.9,33.91,9.13,13.97,12.88,10.87,16.01,14.67,22.75,17.67,13.53,2.88,26.11,11.14,7.62,2.19
4/5/01,1519,0.46,3.32,37.64,9.97,15.26,14.58,11.72,17.5,17.35,28.96,19.88,15.75,2.69,28.92,12.28,7.41,2.13
4/6/01,1448,0.42,3.39,36.09,9.09,14.2,13.45,10.97,17.32,16.93,26.34,18.03,14.58,2.63,28.34,11.66,7.41,2.13
4/9/01,1481,0.56,3.63,35.18,9.67,14.4,13.2,11.38,17.62,17.81,25.86,17.55,14.66,2.46,28.53,12.07,8.01,2.13
4/10/01,1598,0.6,3.77,37.39,10.58,15.53,14.1,12.12,18.4,20.56,31.54,18.89,15.66,2.5,33.86,12.73,7.93,2.53
4/11/01,1647,0.67,3.74,40.77,11.61,16.26,15.66,12.57,18.51,20.25,33.32,21.69,16.46,2.55,37.21,13.29,8.48,2.65
4/12/01,1714,0.73,3.97,45.49,12,16.88,16,12.81,19.17,20.41,39.26,22.62,17.39,2.48,38.17,13.84,8.48,2.83
4/16/01,1650,0.7,3.9,43.62,11.48,15.4,14.97,12.92,18.74,20.3,37.7,21.06,16.7,2.5,35.89,13.36,8.65,2.62
4/17/01,1672,0.74,4.11,42.09,11.12,16.16,14.82,13.13,18.95,20.45,39.64,21.69,16.01,2.48,37.47,12.96,9.31,2.65
4/18/01,1831,0.83,4.37,46.36,11.96,18.7,17.8,14.51,20.17,22.84,44.74,23.06,18.07,2.97,40.28,15.48,9.98,2.74
4/19/01,1953,0.8,4.77,47,12.62,21.11,18.49,16.45,20.98,23.88,51.11,24.76,18.9,5.24,43.61,15.78,9.93,2.86
4/20/01,1934,0.79,4.84,45.62,12.78,20.32,18.46,15.99,21.27,22.85,50.93,23.93,18.72,5.64,43.24,15.71,9.93,2.86
4/23/01,1812,0.81,4.48,42.49,11.56,18.53,17.26,13.89,21.04,21.36,46.31,22.77,17.84,4.66,39.83,14.92,9.01,2.98
4/24/01,1762,0.78,4.25,39.21,10.85,18.94,16.58,13.74,20.83,21.24,44.42,21.98,17.63,4.31,35.6,14.96,9.34,2.89
4/25/01,1814,0.8,4.62,41.83,10.5,20.05,16.52,13.97,21.49,22.2,45.09,22.36,18.33,4.1,39.57,15.11,9.13,3.04
4/26/01,1763,0.77,4.39,41.64,10.15,18.48,16.3,13.68,21.31,22.2,40.37,22.03,18.23,4.13,39.25,15.33,9.75,3.47
4/27/01,1810,0.76,4.47,43.2,10.41,17.92,17.18,13.89,20.69,22.68,42.88,23.61,18.34,4.17,44.08,15.95,9.75,3.47
4/30/01,1855,0.79,4.82,44.48,11.33,18.26,17.59,13.08,20.89,22.33,46,24.71,18.8,4.54,43.54,17.07,11.15,3.41
5/1/01,1919,0.84,5.19,42.91,11.88,19.66,17.74,12.99,21.63,21.9,49.29,25.26,19.21,5.6,44.62,17.46,11.46,3.35
5/2/01,1962,0.86,5.13,42.25,13.35,19.13,18.18,13.9,21.51,21.29,50.74,25.51,19.36,5.48,50.44,16.91,10.41,3.83
5/3/01,1878,0.84,4.92,40.66,12.45,18.73,17.31,13.32,21.13,20.2,47.4,24.24,18.3,5.45,47.97,16.18,10.06,4.57
5/4/01,1924,0.88,5,40.97,13.11,19.61,17.59,13.84,21.81,20.56,47.64,24.17,18.63,5.25,48.44,16.8,10.06,4.57
5/7/01,1895,0.85,4.81,42.05,12.85,19.25,17.74,13.66,22.01,20.47,44.48,24.54,18.16,5.3,47.14,16.43,9.87,3.96
5/8/01,1929,0.81,5.02,41.06,13.6,19.75,17.93,13.8,22.22,20.91,45.9,24.96,18.1,5.22,49.46,16.6,9.43,3.9
5/9/01,1877,0.75,5.07,40.68,12.77,18.87,17.04,13.81,21.7,20.64,44.71,23.97,17.39,4.95,46.66,15.87,9.12,3.9
5/10/01,1838,0.73,5.19,39.26,12.57,18.66,16.52,13.27,21.58,20.02,41.78,24.12,18.02,4.9,45.34,16.07,8.89,3.71
