Date,NDX,AMZN,EBAY,MU,CSCO,QCOM,INTC,ORCL,MSFT,ADBE,JNPR,TXN,ASML,MSTR,VRSN,NOK,YHOO,LU
2/6/02,1446,0.56,5.27,35.96,12.42,12.92,18.78,12.99,18.62,16.89,10.77,18.87,13.29,2.98,20.32,,7.67,3.47
2/7/02,1414,0.56,5.25,33.19,11.38,12.45,18.44,12.89,18.44,16.82,10.45,18.9,12.81,3.02,20.46,,8.32,3.23
2/8/02,1452,0.63,5.6,34.21,11.18,11.92,18.56,13.1,18.7,17.82,10.82,19.38,12.43,3.03,22.98,,8.32,3.23
2/11/02,1478,0.67,5.47,36.85,11.8,13.14,19.15,13.24,18.85,18.16,11.6,20.44,12.85,3.08,21.81,,8.16,3.29
2/12/02,1465,0.64,5.54,37.05,11.52,12.89,18.81,13.1,18.54,18.04,10.72,20.36,12.78,3.15,22.34,,8.39,3.41
2/13/02,1487,0.66,5.59,38.24,11.69,13.34,19.05,13.05,19.06,18.64,10.14,21.06,13.32,3.23,21.66,,8.29,3.35
2/14/02,1475,0.69,5.73,37.49,11.65,12.75,19.02,13.21,19.02,18.42,8.51,20.8,13.82,3.1,21.75,,7.83,3.23
2/15/02,1437,0.67,5.63,36.22,11.4,11.91,18.42,12.54,18.57,17.76,8,20.15,13.75,3,21.23,,7.83,3.23
2/19/02,1387,0.65,5.1,35.86,11.22,11.88,17.88,11.97,18.17,17.2,7.91,19.16,13.21,2.87,19.98,,7.64,3.04
2/20/02,1408,0.65,5.19,35.78,11.14,11.43,17.94,12.56,18.47,17.39,7.88,19.19,13.61,2.93,20.8,,7.22,3.04
2/21/02,1348,0.66,5.15,32.55,10.08,10.35,16.82,12.35,17.9,16.86,7.51,18.47,13.11,2.8,19.28,,7.23,3.04
2/22/02,1356,0.65,4.98,31.88,10.17,10.41,16.85,12.55,17.88,17.48,7.37,18.88,13.07,2.8,19.96,,7.23,3.04
2/25/02,1408,0.69,5.17,33.37,10.41,11.43,17.7,13.23,18.21,18.06,7.71,19.74,13.79,2.76,20.75,,7.46,3.04
2/26/02,1401,0.72,5.08,33.03,10.34,11.07,17.13,13.38,18.05,18.43,7.94,19.83,14.04,2.66,20.86,,7.28,3.17
2/27/02,1378,0.71,4.69,33.52,9.5,10.69,17.06,13.25,18,18.56,7.41,19.42,14,2.7,21.45,,7.23,3.04
2/28/02,1359,0.7,4.97,31.51,9.52,10.58,16.29,13.46,17.99,18.11,7.26,18.78,14.13,2.69,20.15,,8.3,3.23
3/1/02,1435,0.77,5.24,35.57,10.01,11.45,17.68,12.95,18.92,19.18,7.66,20.15,15.73,2.72,22.81,,8.3,3.23
3/4/02,1495,0.82,5.68,37.93,11,12.37,18.17,11.07,19.52,20.38,9.14,21.75,16.37,2.73,24.63,,9.1,3.23
3/5/02,1499,0.8,5.61,38.72,11.02,12.37,18.66,11.21,19.45,19.9,9.41,21.75,16.07,2.72,24.91,,9.13,3.23
3/6/02,1520,0.82,5.59,37.11,11.19,12.72,18.81,11.45,19.62,20.08,9.58,21.88,16.35,2.88,24.33,,8.97,3.35
3/7/02,1507,0.78,5.5,36.4,11.34,13.19,18.82,11.33,19.34,19.31,9.8,22.23,17.1,3.01,23.72,,9.46,3.41
3/8/02,1555,0.82,5.77,37.4,11.88,13.94,19.5,11.5,19.72,19.43,10.37,22.85,16.97,3.1,26.75,,9.46,3.41
3/11/02,1554,0.84,5.77,36.22,11.62,13.89,19.07,11.74,19.84,20.08,11.46,21.82,16.32,3.06,27.61,,9.68,3.17
3/12/02,1521,0.82,5.6,34.98,11.19,13.55,18.82,11.69,19.28,18.97,10.57,20.95,16.02,2.91,25.49,,9.61,3.04
3/13/02,1486,0.79,5.42,33.42,10.92,13.04,17.88,11.25,19.15,18.68,10.1,20.73,16.03,2.97,25.06,,9.62,3.17
3/14/02,1477,0.72,5.41,31.38,11.17,12.87,17.67,10.88,18.87,18.21,8.96,21.04,16.23,2.98,25.88,,9.36,3.23
3/15/02,1495,0.7,5.51,32.73,11.04,13.37,18.11,10.2,19.27,19.5,8.9,21.81,16.64,2.96,25.78,,9.36,3.23
3/18/02,1506,0.75,5.52,32.59,11.02,13.91,18.04,10.2,19.16,19.25,8.84,21.75,16.97,2.86,25.41,,9.54,3.1
3/19/02,1505,0.73,5.54,33.13,11.17,13.7,18.1,10.37,19.19,19.63,8.81,22.12,17.39,2.82,24.74,,9.1,3.29
3/20/02,1451,0.73,5.38,31.86,10.69,12.8,17.42,10.15,18.53,19.17,8.81,21.43,16.58,2.6,22.43,,9.29,3.41
3/21/02,1489,0.76,5.59,33.83,11,13.3,17.92,10.65,18.92,19.47,9.23,21.86,16.53,2.75,23.79,,9.21,3.59
3/22/02,1470,0.78,5.65,33.23,11.06,12.88,17.45,10.4,18.64,19.79,9.51,21.22,16.44,2.9,23.5,,9.21,3.59
3/25/02,1428,0.74,5.48,32.35,10.8,12.56,17.12,10.14,18.26,18.94,9.01,20.51,16.22,2.93,22.49,,8.85,3.53
3/26/02,1440,0.74,5.44,33.36,10.87,12.69,17.56,10.29,18.21,19.27,9.02,21.45,16.64,2.97,21.98,,8.93,3.77
3/27/02,1437,0.71,5.46,32.35,10.9,12.05,17.35,10.23,18.33,19.34,9.29,21.18,16.48,3,22.49,,9.23,3.71
3/28/02,1453,0.71,5.41,32.25,11.3,11.98,17.35,10.36,18.59,20.06,9.83,21.18,17.62,3.05,22.93,,9.23,3.59
4/1/02,1479,0.74,5.39,32.93,11.69,12.52,17.79,10.4,18.61,20.22,10.31,21.81,17.86,3,22.93,,9.03,3.65
4/2/02,1410,0.71,5.25,31.76,10.96,11.86,17.13,10.14,17.66,19.27,9.66,21.59,17.42,3,21.44,,8.91,3.41
4/3/02,1394,0.68,5.09,30.17,11.08,11.98,17.04,10.1,17.37,19.25,9.27,21.11,17.14,2.85,21.88,,8.83,3.59
4/4/02,1397,0.68,5.04,29.98,11.26,11.65,17.45,9.89,17.4,19.07,9.59,21.32,16.98,2.8,20.55,,9.09,3.65
4/5/02,1377,0.68,5.07,29.26,10.78,11.43,17.15,9.82,17.22,18.85,8.9,21.38,16.46,2.69,20.68,,9.09,3.65
4/8/02,1393,0.7,5.27,30.29,10.8,11.5,17.08,9.99,17.64,19.35,9.23,21.11,15.98,2.63,21.19,,9.23,3.77
4/9/02,1345,0.68,5.08,29.45,9.89,11.14,16.24,9.7,16.92,18.74,8.6,20.68,15.57,2.55,20.41,,9.22,3.9
4/10/02,1363,0.67,5.14,29.92,10.38,11.24,16.7,9.35,17.36,18.92,8.48,20.57,16.1,2.41,20.16,,7.72,3.9
4/11/02,1325,0.64,4.85,28.62,9.92,11.03,16.51,8.86,16.89,18.11,8.06,19.8,15.37,2.55,20.41,,7.86,3.96
4/12/02,1352,0.67,5.16,28.48,10.21,11.37,16.2,9.32,17.24,19.44,8.49,20.35,15.59,2.55,21.5,,7.86,3.96
4/15/02,1355,0.69,5.28,28.13,10.02,11.52,16.04,9.15,17.17,19.6,8.59,20.56,15.86,2.48,21.99,,7.7,3.9
4/16/02,1414,0.7,5.35,29.51,10.4,12.61,16.84,9.76,17.82,19.97,9.2,21.62,16.86,2.6,22.46,,7.95,3.96
4/17/02,1404,0.74,5.24,29.64,10.66,12.67,17.48,9.54,17.46,19.66,9.66,21.79,17.01,2.61,22.17,,7.53,3.77
4/18/02,1396,0.71,5.06,28.42,10.3,12.22,17.37,9.43,17.38,19.66,9.52,21.51,16.67,2.63,21.09,,7.38,3.71
4/19/02,1385,0.73,5.19,28.91,10.18,11.86,17.17,9.66,17.63,19.57,9.38,21.31,16.64,2.71,20.83,,7.38,3.71
4/22/02,1350,0.72,5.12,30.29,9.92,11.15,17.15,9.25,17.14,19.31,8.7,20.86,16.08,2.62,19.1,,7.08,3.53
4/23/02,1323,0.7,5.01,28.81,9.35,10.27,16.86,9,16.64,18.45,8.22,20.75,16.05,2.48,18.32,,7.3,3.41
4/24/02,1302,0.84,4.9,26.76,9.63,10.6,16.5,8.5,16.35,18.31,8.26,20.31,16.05,2.3,15.28,,7.17,3.47
4/25/02,1302,0.84,4.94,27,9.74,10.31,16.6,8.5,16.56,18.87,8.17,20.15,15.69,2.2,15.49,,7.25,3.47
4/26/02,1251,0.85,4.75,25.48,9.28,9.76,16.05,8.2,15.88,18.92,7.82,19.47,15.21,1.94,8.4,,7.25,3.47
4/29/02,1247,0.81,4.85,25.93,9.43,9.3,16,8.44,16.11,18.53,7.59,19.62,15.2,1.94,6.85,,7.38,3.29
4/30/02,1277,0.83,5.07,23.23,9.78,9.6,16.32,8.13,16.11,19.89,7.88,19.8,15.51,1.73,7.85,,7.82,3.29
5/1/02,1267,0.82,5.16,24.21,9.14,9.48,16.34,7.65,16.26,19.97,7.63,19.98,15.73,1.9,7.68,,7.5,3.17
5/2/02,1225,0.82,4.99,22.9,9.1,9.05,15.9,6.92,15.79,18.84,7.3,19.07,14.6,1.88,7.14,,7.38,3.17
5/3/02,1191,0.8,4.9,22.16,8.77,8.54,15.17,6.83,15.28,18.67,7.05,18.12,13.3,1.92,7.43,,7.38,3.17
5/6/02,1161,0.81,4.82,22.33,8.6,8.42,14.72,6.66,14.99,18.05,6.63,17.64,13.27,1.64,7.15,,7.37,3.17
5/7/02,1159,0.81,4.76,22.79,8.73,7.89,14.93,6.68,15.25,18.1,6.57,17.61,13.64,1.68,7.54,,8.16,3.35
5/8/02,1282,0.87,5.16,24.02,10.86,9.37,16.55,7.41,16.95,20.62,7.5,19.59,15.35,1.85,8.7,,8.19,3.23
5/9/02,1240,0.89,5.12,22.4,10.51,9.02,16.13,6.87,16.07,19.83,7.04,19.07,14.55,1.76,8.36,,7.73,3.17
5/10/02,1189,0.85,5.06,22.02,10.29,8.53,15.42,6.49,15.43,19.29,6.94,18.38,13.72,1.63,8.49,,7.73,3.17
5/13/02,1242,0.87,5.2,23.13,10.48,9.26,16.29,6.86,16.24,20.28,7.24,19.38,14.3,1.79,8.5,,8.78,3.1
5/14/02,1306,0.94,5.41,25.78,10.98,9.77,17.22,7.13,16.92,21.4,7.72,20.04,14.88,1.76,8.96,,8.89,3.04
5/15/02,1311,1,5.48,24.98,11.05,10.21,17.27,7.44,16.88,20.93,7.53,20.3,15.03,1.72,9.35,,9.02,3.04
5/16/02,1316,0.98,5.36,25.49,11.35,10.29,17.57,7.76,17.18,20.76,7.8,20.56,15.18,1.61,9.29,,9,2.86
5/17/02,1326,0.96,5.38,24.51,11.51,10.34,17.82,7.74,17.27,20.46,7.67,20.71,15.39,1.49,9.6,,9,2.86
5/20/02,1292,0.97,5.37,23.97,11.06,10.15,17.24,7.38,16.65,19.45,7.43,20.3,15.07,1.53,9.62,,8.37,2.92
5/21/02,1256,0.94,5.26,23.13,10.78,10.38,16.6,7.17,16.09,18.49,7.59,19.6,14.48,1.47,8.47,,8.13,2.8
5/22/02,1265,0.94,5.27,23.08,11.05,9.99,16.9,7.12,16.55,18.39,7.9,19.63,14.34,1.4,8.54,,8.54,2.98
5/23/02,1287,0.97,5.6,23.82,11.28,10.08,16.78,7.59,16.9,18.47,7.96,19.61,14.1,1.45,8.92,,8.51,2.92
5/24/02,1253,0.97,5.47,22.9,11.06,9.87,16.37,7.17,16.42,18.75,7.86,19.2,13.55,1.42,8.56,,8.51,2.92
5/28/02,1245,0.95,5.34,22.66,10.93,10,16.19,7.24,16.13,18.26,8.03,19.14,13.76,1.34,8.51,,8.29,2.86
5/29/02,1219,0.95,5.43,22.43,10.44,9.91,15.57,6.8,16.05,17.85,7.69,18.4,13.07,1.28,8.54,,8.21,2.8
5/30/02,1228,0.92,5.39,23.03,10.68,9.93,15.66,6.82,16.23,18.19,7.43,18.44,12.84,1.18,8.5,,8.01,2.8
5/31/02,1208,0.91,5.27,23.11,10.53,10.07,15.77,6.41,15.7,17.97,7.22,18.36,12.87,1.23,8.22,,8.01,2.8
6/3/02,1159,0.9,5.26,21.86,10.23,9.92,15.2,5.93,15.24,17.57,6.75,17.76,12.43,1.23,7.87,,8,2.62
6/4/02,1179,0.9,5.27,22.38,10.73,10.33,15.7,6.33,15.41,17.84,6.76,17.99,12.62,1.25,8.21,,8.01,2.56
6/5/02,1196,0.9,5.25,22,10.62,10.45,16.09,7.01,15.93,18.11,6.84,18.21,12.69,1.28,8.02,,8,2.62
6/6/02,1158,0.91,5.24,21.86,10.32,9.79,15.42,6.6,16,17.52,6.55,17.73,12.29,1.35,8.05,,7.93,2.34
6/7/02,1140,0.93,5.41,21.71,10.5,9.83,12.56,6.77,16.03,17.86,6.3,16.9,12.05,1.34,7.77,,7.93,2.34
6/10/02,1136,0.87,5.41,21.03,10.32,10.02,12.03,6.59,16.28,18.71,6.13,16.5,11.84,1.22,7.82,,7.93,2.29
6/11/02,1101,0.86,5.32,20.45,10,9.97,11.55,6.5,16.21,18.45,5.68,15.98,11.08,1.15,7.85,,7.92,2.31
6/12/02,1123,0.85,5.57,21.22,10.2,10.5,12.32,6.69,17.12,18.57,5.62,16.42,10.89,1.01,7.83,,7.99,2.34
6/13/02,1107,0.87,5.63,20.68,9.94,10.31,12.05,6.69,16.72,18.02,5.62,16.36,10.6,1.08,7.74,,7.98,2.26
6/14/02,1110,0.84,5.64,21.86,9.54,9.52,12.15,6.94,17.03,15.62,5.57,16.26,10.61,1.11,7.71,,7.98,2.26
6/17/02,1150,0.92,6.02,22.84,10.06,9.3,12.88,7.45,17.17,14.8,5.97,17.06,11.09,1.16,7.96,,8.32,2.36
6/18/02,1138,0.94,5.94,23.13,9.82,9.19,12.57,7.27,17.26,14.98,5.87,16.71,10.77,1.12,7.8,,8.01,2.34
6/19/02,1098,0.92,5.9,19.68,9.67,8.95,11.47,7.12,16.76,13.48,5.5,15.91,10.07,1.06,7.65,,7.83,2.29
6/20/02,1062,0.88,5.77,18.04,9.4,8.38,10.99,6.85,16.68,13.84,5.08,15.67,9.7,1.04,7.26,,7.75,2.31
6/21/02,1036,0.88,5.7,18.42,9.17,8.31,10.69,6.57,16.12,13.16,5.06,14.68,9.59,0.72,6.62,,7.75,2.31
6/24/02,1058,0.88,5.98,19.33,9.38,8.53,11.04,6.97,16.7,13.52,5.31,15.46,9.79,0.6,7.09,,6.86,2.34
6/25/02,1023,0.77,5.76,19.36,8.98,8.39,10.46,7.04,16.32,13.69,4.9,15,9.73,0.59,6.5,,7.09,2.22
6/26/02,1027,0.79,5.79,18.62,8.96,8.62,10.63,7.42,16.69,13.75,4,15.51,9.89,0.55,6.28,,7.09,2.26
6/27/02,1051,0.79,5.87,20.09,9.22,8.74,10.65,7.84,16.93,13.89,4.25,15.8,10.51,0.53,6.27,,7.38,2.31
6/28/02,1051,0.81,5.88,19.82,9.31,8.75,10.43,7.67,16.86,14.2,4.4,15.17,10.5,0.5,6.11,,7.38,2.31
7/1/02,998,0.68,5.59,19.6,8.73,8.41,10.02,7.29,16.23,13.45,4.43,15.01,9.91,0.51,5.88,,5.94,2.22
7/2/02,964,0.67,5.51,18.86,8.38,7.89,9.46,7.03,15.86,13.15,4.91,14.21,9.37,0.48,4.95,,6.39,2.22
7/3/02,996,0.71,5.64,20.09,8.7,8.4,10.14,7.73,15.98,13.47,5.22,14.82,9.15,0.5,4.88,,6.39,2.14
7/5/02,1061,0.76,5.78,21.87,9.38,9.08,11.16,8.08,16.91,14.26,5.58,15.99,10.71,0.57,5.21,,6.81,2.24
7/8/02,1014,0.75,5.37,21.17,9.12,8.65,10.56,7.54,16.32,13.77,5.65,15.46,10.34,0.53,4.89,,6.35,2.12
7/9/02,990,0.78,5.45,21.99,8.77,8.76,10.26,7.61,16.4,13.56,5.53,14.92,9.7,0.47,4.1,,6.09,2.17
7/10/02,959,0.75,5.62,20.86,9.02,8.41,9.6,7.27,16.11,13.23,5.54,14.2,9.08,0.49,4.24,,6.46,2.14
7/11/02,998,0.78,5.76,21.91,9.38,8.88,10.42,7.63,16.31,12.83,5.63,14.84,9.62,0.48,5.04,,6.47,2.29
7/12/02,1001,0.77,5.82,22.93,9.6,8.95,10.27,7.84,15.99,12.73,6,15.2,9.69,0.48,5.13,,6.47,2.29
7/15/02,1021,0.8,5.8,23.97,9.64,9.35,10.92,8.22,15.97,13.19,6.27,15.75,10.03,0.5,5.66,,6.88,2.29
7/16/02,1011,0.81,5.8,22.77,9.52,9.5,10.48,8.09,15.8,13.23,6.48,16.08,9.66,0.47,6.25,,7.13,2.48
7/17/02,1029,0.81,5.88,23.52,9.88,9.54,11.1,8.48,16.03,13.39,7.18,16.51,10.48,0.54,6.12,,6.79,2.56
7/18/02,995,0.78,5.77,22.33,9.57,9.67,10.96,8.14,15.76,12.89,6.96,16.14,10.57,0.52,6.2,,6.68,2.56
7/19/02,965,0.76,5.43,21.84,9.11,9.55,10.65,7.87,15.28,12.15,6.94,15.91,10.17,0.5,5.74,,6.68,2.56
7/22/02,939,0.77,5.35,20.09,8.66,9.38,10.43,7.47,14.65,12.23,6.34,14.98,10.1,0.49,4.98,,6.33,2.5
7/23/02,897,0.73,5.08,19.55,8.34,8.92,10.17,7.12,13.26,11.9,5.83,15.03,9.1,0.5,4.71,,6.79,2.31
7/24/02,952,0.7,5.32,21.32,8.73,9.26,10.68,7.61,14.25,12.78,6.16,15.37,9.64,0.48,4.98,,6.08,2.29
7/25/02,894,0.62,5.09,18.82,7.75,8.16,9.98,7.29,13.2,11.67,5.65,14.18,7.64,0.47,4.46,,6.35,2.34
7/26/02,911,0.65,5.25,19.24,7.89,8.27,10.17,7.55,13.98,12.2,5.42,14.3,7.87,0.45,5.69,,6.35,2.34
7/29/02,970,0.72,5.51,20.45,8.88,8.95,10.79,7.73,14.88,12.76,5.99,15.06,8.6,0.48,5.55,,6.7,2.41
7/30/02,980,0.74,5.57,20.56,8.9,8.78,10.83,7.99,14.83,12.42,6.61,15.16,8.86,0.48,5.5,,6.58,2.39
7/31/02,962,0.72,5.45,19.1,8.8,8.75,10.73,8.1,14.79,11.93,6.23,14.84,8.23,0.68,5.43,,6.08,2.53
8/1/02,914,0.71,5.27,18.13,8.07,8.15,10.03,7.83,14.1,8.38,5.68,13.53,7.67,0.64,5.21,,5.79,2.62
8/2/02,893,0.69,5.24,17.82,7.93,8.13,9.54,7.62,13.69,8.69,5.63,12.8,7.24,0.55,5.04,,5.79,2.62
8/5/02,857,0.64,5.09,16.91,7.58,7.56,9.08,7.29,13.56,8.32,5.26,11.66,6.91,0.53,4.76,,5.75,2.62
8/6/02,902,0.69,5.28,17.94,8.05,8.02,9.79,7.55,14.08,8.66,5.83,12.11,7.25,0.55,5.42,,5.71,2.56
8/7/02,919,0.68,5.3,18.32,8.67,7.96,10.13,7.71,14.52,8.78,5.7,12.5,7.09,0.58,4.87,,5.98,2.56
8/8/02,947,0.69,5.44,18.82,8.81,8.29,10.51,8.1,15.08,8.85,5.94,13.13,7.67,0.66,5.07,,5.98,2.5
8/9/02,937,0.71,5.46,18.53,8.75,8.24,10.21,7.94,14.84,8.82,5.82,13.41,7.46,0.7,4.79,,5.98,2.5
8/12/02,939,0.72,5.53,18.03,8.95,8.22,10.02,7.88,14.94,9.02,5.74,12.91,7.56,0.84,4.87,,5.59,2.43
8/13/02,908,0.7,5.35,17.77,8.92,8.38,9.55,7.36,14.51,8.9,5.62,12.31,6.99,0.88,4.32,,5.86,2.34
8/14/02,969,0.7,5.49,19.06,9.58,8.83,10.46,8.14,15.33,9.6,6.07,12.74,7.34,0.85,4.9,,6.11,2.36
8/15/02,981,0.73,5.6,19.59,9.58,9.06,10.64,8.19,15.34,9.93,6.01,13.01,7.47,0.89,5.15,,6.05,2.39
8/16/02,996,0.75,5.63,20.44,9.64,9.26,10.72,8.41,15.41,10.03,6.4,14.09,7.99,0.93,5.17,,6.05,2.39
8/19/02,1026,0.77,5.91,21.69,9.82,9.52,11.13,8.85,16.03,10.4,6.72,14.48,8.36,1.05,5.73,,6.54,2.41
8/20/02,1008,0.8,5.77,19.91,9.83,9.32,10.84,8.71,15.74,10.05,6.58,13.98,8.01,1.24,5.43,,6.45,2.51
8/21/02,1035,0.77,5.77,20.77,10.08,9.3,11.2,8.71,16.12,10.13,6.55,14.56,8.75,1.23,6.35,,6.4,2.43
8/22/02,1049,0.79,5.86,20.68,10.08,9.63,10.95,9.06,16.41,10.34,6.6,14.73,8.96,1.33,7.46,,6.01,2.34
8/23/02,1010,0.76,5.74,19.71,9.64,9.38,10.27,8.74,16.1,10.2,6.06,13.97,8.08,1.19,6.86,,6.01,2.34
8/26/02,1017,0.75,5.66,19.09,9.67,9.52,10.36,8.56,16.06,10.4,6.22,14.16,8.26,1.24,6.88,,5.35,2.34
8/27/02,974,0.73,5.46,18,9.36,9.1,9.82,8.22,15.67,10.37,5.81,13.22,7.78,1.14,6.45,,4.57,2.39
8/28/02,945,0.73,5.29,17.48,9.16,8.69,9.63,8.02,15.22,9.95,5.46,12.97,7.37,0.93,6.03,,5.12,2.36
8/29/02,962,0.76,5.45,16.91,9.48,9.03,9.8,8.06,15.59,10.12,5.77,12.79,7.35,1.04,6.2,,5.14,2.36
8/30/02,942,0.75,5.4,16.91,9.22,8.82,9.53,7.76,15.13,10.01,5.67,12.63,7.11,1.13,6.1,,5.14,2.36
9/3/02,900,0.73,5.2,16.67,8.72,8.56,9.07,7.34,14.5,9.17,5.4,11.87,6.69,1.16,5.54,,4.88,2.34
9/4/02,921,0.74,5.31,17.05,8.85,8.63,9.21,7.77,14.86,9.5,5.46,12.29,6.41,1.24,6.03,,4.59,2.31
9/5/02,883,0.71,5.22,16.86,8.52,8.52,8.64,7.38,14.15,9.13,5.46,11.93,5.97,1.3,5.88,,4.97,2.34
9/6/02,922,0.77,5.39,17.4,8.69,9.06,9.27,7.8,14.74,9.59,5.38,12.84,6.28,1.19,6.11,,4.97,2.34
9/9/02,932,0.83,5.63,17.08,8.65,9.5,9.19,7.92,15.01,9.69,5.56,12.76,6.1,1.21,6.2,,5.23,2.14
9/10/02,948,0.86,5.71,18.39,8.96,9.41,9.42,7.93,15.35,9.61,5.57,13.13,6.21,1.16,6.35,,5.36,2.22
9/11/02,946,0.86,5.58,18.33,9.06,9.3,9.5,7.93,14.98,9.55,5.67,13.23,6.25,1.11,6.51,,5.17,2.19
9/12/02,915,0.84,5.52,17.33,8.7,8.96,8.98,7.68,14.54,9.19,5.45,12.31,5.74,1.05,6.25,,5.23,2.24
9/13/02,924,0.83,5.54,16.17,8.71,9.1,9.16,7.88,14.77,10.34,5.16,12.18,5.5,1.06,6.43,,5.23,2.24
9/16/02,908,0.84,5.52,15.93,8.63,8.7,8.98,7.51,14.73,10.06,5.11,11.71,5.12,1.02,6.13,,5,2.19
9/17/02,898,0.87,5.46,15.8,8.37,8.58,8.9,7.31,14.58,9.94,4.71,11.54,4.67,1.03,5.79,,5,2.19
9/18/02,895,0.89,5.55,15.39,8.34,8.27,8.74,6.74,14.72,9.93,4.46,11.29,4.66,1.02,5.88,,4.75,2.17
9/19/02,866,0.86,5.45,14.98,8.01,8.19,8.56,6.57,14.55,9.78,4.36,10.91,4.53,0.99,5.34,,4.88,2.19
9/20/02,872,0.79,5.44,13.59,8.06,8.94,8.52,6.47,14.63,9.74,4.47,10.11,4.66,1.01,5.41,,4.88,2.19
9/23/02,843,0.8,5.35,12.51,7.98,8.73,8.08,6.19,13.94,9.42,4.21,9.58,4.2,1.01,5.1,,4.5,2.09
9/24/02,844,0.8,5.32,12.5,7.63,8.77,8.2,6.48,14.07,9.76,3.93,9.68,3.96,0.97,5.14,,4.96,2.07
9/25/02,880,0.79,5.41,13.12,7.98,9.02,8.69,6.95,14.34,9.88,3.98,10.48,4.49,0.93,5.13,,5.29,2
9/26/02,874,0.86,5.41,12.3,7.58,9.16,8.66,6.71,14.24,9.86,3.57,10.57,4.66,0.91,4.9,,5.29,2
9/27/02,860,0.85,5.49,12.49,7.49,9.11,8.36,6.8,13.95,9.84,3.65,9.99,4.31,0.85,4.72,,5.29,2
9/30/02,833,0.8,5.04,12.12,6.99,8.79,7.94,6.36,13.48,9.52,3.74,9.47,4.3,0.81,4.29,,4.85,2.05
10/1/02,871,0.85,5.11,12.74,7.3,9.48,8.39,6.91,14.25,9.68,4.11,10.33,4.56,0.81,4.42,,4.74,2.07
10/2/02,850,0.85,5.09,13.36,6.71,9.16,8.18,6.73,14.06,9.97,3.95,10.18,4.55,0.75,4.11,,4.7,2.02
10/3/02,833,0.84,4.96,12.19,6.55,9.26,7.91,6.74,13.81,10.45,3.68,9.77,4.54,0.82,4.17,,4.67,2.02
10/4/02,815,0.83,5,11.68,6.31,9.31,7.84,6.64,13.49,10.13,3.75,9.41,4.17,0.76,3.86,,4.67,2.02
10/7/02,805,0.83,4.83,11.52,6.06,9.39,7.9,6.23,13.58,9.97,3.45,9.13,3.48,0.75,3.66,,4.75,1.95
10/8/02,812,0.85,5,11.55,5.74,9.14,7.56,6.53,13.87,9.95,3.5,8.97,3.66,0.74,3.51,,4.99,2
10/9/02,807,0.84,5.06,11.9,6.16,8.88,7.69,6.53,13.56,9.06,3.58,8.48,3.67,0.74,3.64,,6.13,2.07
10/10/02,850,0.9,5.09,12.25,6.5,9.52,8.11,6.89,14.3,10.19,4.04,9.1,3.99,0.82,3.93,,6.68,2.05
10/11/02,891,0.92,5.38,13.4,6.89,9.99,8.7,7.33,15.07,10.95,3.63,10.32,4.51,0.94,4.54,,6.68,2.05
10/14/02,901,0.96,5.49,13.2,6.67,10.42,8.63,7.49,15.2,11.26,3.68,10.25,4.58,0.95,4.43,,7.21,2.05
10/15/02,950,0.95,5.54,14.26,7.33,11.25,9.44,7.85,16.12,11.51,4.04,11.3,5.6,0.98,5.25,,7.34,2.02
10/16/02,910,0.97,5.54,12.19,6.55,10.87,7.74,7.55,15.54,11.06,3.54,10.36,4.62,0.93,5.4,,7.33,2.17
10/17/02,945,0.94,5.55,13.06,6.79,11.46,8.14,7.99,15.65,11.43,3.68,11.02,5.57,1.11,5.72,,7.51,2.22
10/18/02,956,0.95,5.72,13.72,7.01,11.52,8.27,7.68,16.39,11.87,3.88,10.96,5.79,1.3,5.74,,7.51,2.22
10/21/02,979,0.96,6.02,14.58,7.31,11.74,8.83,7.8,16.19,12.42,3.91,10.97,6.14,1.28,5.87,,7.42,2.36
10/22/02,964,0.97,5.93,14.16,7.49,11.76,8.64,8.01,15.93,11.97,3.97,8.97,5.08,1.28,5.97,,7.54,2.48
10/23/02,989,0.99,6.07,15.37,7.51,11.62,9.24,8.06,16.4,12.29,4.16,9.54,5.58,1.31,6.3,,7.53,2.36
10/24/02,965,0.99,5.93,15.68,7.84,11.27,8.94,7.98,15.79,12.28,4.47,9.35,5.4,1.26,6.29,,7.46,2.34
10/25/02,996,0.96,5.92,16.96,7.86,11.62,9.48,8.31,16.24,11.84,4.32,9.93,5.76,1.28,6.9,,7.46,2.34
10/28/02,980,0.93,5.78,16.52,7.27,11.27,9.61,8.15,16.02,11.7,4.2,10.06,5.83,1.28,6.89,,7.15,2.34
10/29/02,961,0.93,5.84,15.77,7.07,10.72,9.38,8.06,16.05,11.31,3.9,9.66,5.49,1.19,6.75,,7.49,2.34
10/30/02,986,0.95,5.97,15.43,7.28,10.71,9.71,8.1,16.37,11.79,4.13,10.19,6.03,1.21,6.79,,7.46,2.34
10/31/02,990,0.97,6.04,15.68,7.46,10.99,9.89,8.25,16.48,11.78,4.54,10.18,5.97,1.23,6.84,,7.58,2.34
11/1/02,1019,0.99,6.19,16.47,7.75,11.35,10.46,8.2,16.34,12.2,5.39,10.77,6.21,1.28,7.01,,7.58,2.34
11/4/02,1047,0.94,6.2,17.01,8.21,11.36,10.73,8.29,17.3,13.65,5.46,10.94,6.74,1.5,7.29,,8.52,2.8
