"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226380925514.27","237528586098.078","240946561292.365","250689384646.752","258027587573.589","276168168646.1","296583499485.333","322577986082.291","338836355777.661","355905666018.481","377246455510.752","404914467648.71","432643281138.4","464345455140.329","507323280035.822","558718795832.553","611034382849.622","668516293005.264","720114108685.839","749676605356.953","813495580973.101","839146214197.19","822043538728.519","881523266132.417","979447421387.264","1045368306705.74","1131977580997.9","1191440755401.98","1268852200087.43","1349955008711.33","1396137115878.28","1528858929503.82","1696390415843.97","1784070198837.06","1903188051517.76","2081073395246.83",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41329904729.7087","44693068466.0545","47722862975.0756","52225010188.6356","56327121025.0501","60671121191.1824","64129557241.7906","69414028636.4444","73492167113.4998","77737438830.6553","84268270516.9929","84834118463.8609","89568100815.5854","96762088314.9135","104774542076.869","114804514456.91","127419930496.252","139767212518.127","150936623726.958","157242031518.296","171910623364.327","190668570948.271","216969311691.012","231635412206.587","243530581316.648","256403786039.716","277383189833.284","291985462544.255","307237748359.096","307704703450.39","283651682000.533","317188291990.966","314779558546.248","319804100144.55","344105104200.35","371266789711.246",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2649163700905.99","2811433677037.84","2992212936680.33","3125323838860.57","3301097234614.82","3542009851672.36","3818299233447.6","4038696886403.81","4273659681222.06","4553030594297.78","4847080058424.87","5178599445766.88","5446688947277.79","5852552430197.08","6481873177207.79","7161091135773.8","7927157094184.5","8718273371895.68","9279780738613.69","9890251761769.57","10661755519265.7","11398117144985.8","12447951519660.2","13208465750247.1","13911978948667.9","14630859396987.2","15474528392569.1","16574087154213.5","17984776166936.7","19363112274267","19546444145243.8","21924225485340.3","24996420171118.1","27335812317316.3","29556760234186","32226999669129.6",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9847003032476.65","10527661102759.4","11182746152657.2","11845534014706.1","12588271894589","13458375179501.7","14522361568822.6","15552196553896.5","15973097339760.2","16799483295865.5","18134337976155.3","19251940168887.3","20429190709498.9","21987700139172.1","24350831222000.4","26905841935571","30022469941961.6","33457142785312.6","36111463150756.8","37830308402814.2","41281621382524.6","44736481583889.2","48011657553385","50938330133064.3","53429904447094.2","54937339625582.1","57728657863745.9","61420442408061.5","66061815472781.1","70448583315016.9","71289283704555.3","80169484366251.7","89914447670105.1","97683469802990.3","104618007872099","112182894537869",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382711467.43878","1529057872.1917","1672693665.5895","1772441136.8361","1918539101.69203","2023226630.56751","2175581041.68291","2295062170.92643","2356542358.24209","2401266218.79852","2550829821.20349","2701162148.66984","2762993886.69429","2946017812.951","3076437173.08561","3282873966.85037","3527263619.08907","3774547161.58005","4059772691.23149","4033598929.98469","4297759286.25933","4588922382.32492","4661713347.89244","5219948224.49632","5764436175.6392","6386751308.41258","6268088273.64999","5649078944.01488","5747871432.63277","5674505764.43564","5721443959.41194","5755132494.46552","6311660371.82874","6656102807.90263","7177748753.00503","7525103904.45785",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5377672976417.83","5590182383036.77","5785656059671.12","6191097737360.38","6618147248968.88","7144174594067.38","7656685684668.39","8212639702952.9","8519606997030.16","9023531831606.19","9886232362028.27","10630925617602.6","11487381027993.1","12579539077620.2","13977672737545.9","15584945291264.1","17854056035201.7","20203558528453.3","22383105626574.6","23375196020612.3","25570949897877.3","28100100267602.7","30278623982265.8","32244138713122.5","33710393884906.8","34150488657113.4","35561291451721.6","37860391890954.8","41153532981760.7","44372599706942.1","45178349737378.8","51483081198967","56950724994881.2","61630599322844","66111001650068.1","70709588519276.2",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33390795812.752","32560769677.7605","26222953912.2802","22488499299.955","20725540515.0271","21856274997.9023","23335551467.0745","25622329816.2274","27849099271.7516","27906326900.8021","29657143300.3994","32623386526.2887","35448119354.2747","39820969448.3119","42568098558.8099","46353671897.0879","50756697882.5639","58061973430.8163","62077688527.9219","53942382839.8415","57977725568.4402","65279063756.8239","69572962756.7615","73705135304.2126","77175584961.7303","78450288525.6069","82576317910.997","88988938099.6687","102878073082.262","114028537683.962","115963490767.144","128897260180.564","143431971450.931","151390159239.107","160875274926.687","164191578213.025",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11436001421.6745","12844728038.521","13376499101.8097","14268772932.0418","15130288356.007","15668765165.5357","16453948981.6543","17821460892.1819","18801500302.2796","21456887315.5603","24055883297.9079","24785392753.4622","26135002654.1386","27184592422.1459","29632208882.7079","31997247356.4584","37272711508.0075","40859951022.6412","44452842913.4099","43266596939.1543","45796115571.6264","48970848492.8168","51308724180.9019","54838614516.1038","58578326007.9309","61437308583.9496","65980119592.3436","68570197215.6405","70910323890.9321","75250600111.6431","76953191626.4398","87543117438.5069","95953334617.1932","101694636711.411","105667605468.017","107539709844.783",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19835012011.2632","17923044281.0576","12443673664.5488","12103865974.3643","12633030763.0633","13397049054.1098","13977537939.1374","15486813219.2387","16682978062.4125","17346142139.9212","18582683435.0143","20585228631.3065","22105571058.6452","23321670080.5297","25616608944.8353","28714553391.8029","31456306200.2185","35745454817.395","37979879612.7179","33292420508.83","34344114865.1792","36416672540.1412","39499388914.3638","41205977404.0988","42973303968.5787","44581207156.4962","47153222826.1706","50040059546.9355","57464098005.6375","61623338377.0805","62223400359.4028","69560319491.8466","76202334926.1283","80592320917.1387","81873163245.5773","85250682581.0084",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9357288548.27105","10027734026.7043","11620225701.9417","12512600274.4159","13323366173.1603","14051078067.5872","14248245109.8778","14453512566.5475","13947840405.8949","13811588081.0173","14936200118.5426","15713623993.9634","17378825635.0615","19785366564.9972","25729335993.509","28679637720.922","33523341914.3111","39417878495.6692","41540369337.6403","42339260569.3332","53611440450.2799","66548689367.7824","75594087091.3419","88701648911.3815","90262808129.8884","69855433514.4725","70243698176.3952","78310486061.5598","85299875277.618","84691906233.3769","39120940823.8275","50078061226.1194","43471387012.9819","79028897190.6274","87348132820.7461","93989342794.7481",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68185140644.3336","75577728563.5279","75678482134.5974","76898554508.4178","86856358768.104","83884051837.6434","95988653942.1347","96119997247.9889","104236148641.178","107505176346.585","112779237883.124","124223383246.612","130859594012.914","141678088815.692","152138743420.374","161917911221.801","179914946049.686","191148032263.173","205906139139.876","214936468530.817","225161798963.664","242503162218.145","246970051910.011","258279124276.737","250969666045.261","273699865546.218","278969225512.902","291813531443.919","283691175471.346","295693593669.819","286108585852.483","323485096796.555","352773835863.224","379200564157.857","403355259929.214","433708561693.044",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20531255151.6059","17829490050.8968","12929180911.7434","13076816772.7591","9229018605.55662","9290607151.48043","8904685469.42976","9207437232.44534","8701778415.08359","8527671452.11733","8904650398.47002","9660570037.0725","10575928938.0187","11496523303.7295","12679294796.7785","14057611967.1383","15186699782.4692","16066091171.5458","17652937904.7987","16696108705.7648","18098844323.5147","19546989102.1386","20750685232.971","23541379306.0256","24700278843.524","26084243383.8688","28945251498.7153","31001699470.1457","32129614587.5903","35735831415.9353","35646566427.3806","40707659297.2633","41576390620.3521","43627018871.221","44831019342.3029","47200529223.1046",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14054716201.2588","13613706025.4992","14088368300.332","14725165790.2107","15033245439.6643","15606083597.3549","16234135986.5014","17124031731.5862","17994782387.9853","19107008186.3627","20410681393.2564","22118357801.2449","19674988011.4824","22026619585.7012","23808012897.7775","25722276417.5908","27946951443.7336","30343273030.7271","33003976082.1174","31886307058.8549","32473669403.563","33666784883.9147","34340036474.5784","35522723859.5999","37117789637.7909","38053900319.1193","40755587226.8307","41438402026.5191","42523532549.9391","45498322775.5634","43150154155.9558","46835678113.5382","52242538954.1867","56467722691.9137","60371062673.7196","63925658752.4976",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017631080.55823","1067223261.74099","1164358702.12369","1258192127.27811","1384642343.00428","1597250633.31631","1754312838.29211","1934431770.36585","2102781086.33469","2264235680.6791","2404575740.98504","2361756426.34045","2572787193.49297","2984325951.851","3246149989.60873","2973722869.59972","3789796513.86516","4170136718.77498","4632025837.02803","4271869073.28685","4617173537.03173","5129171219.95063","5411041263.86776","6106704769.13274","6916720148.34871","7653295112.38148","8320672192.7847","9059366711.74352","10360598102.1094","11255471307.3294","6741118651.2306","9834087308.92595","11989913320.5107","13048139899.235","13839316145.1881","15124842334.6564",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2249567891664.05","2457789830648.29","2648558717573.85","2747538921280.62","2870893613415.4","3015405025160.14","3226137066752.07","3408733435839.73","3595234979173.55","3753675529062.27","4081201401689.92","4261424967856.5","4434381083254.73","4715792600281.98","5235508304321.5","5666446234994.37","6171903424535.24","6670845693610.07","7075034537064.75","7204330275578.92","7634139020147.22","8095337351543.66","8504452645218.97","8656091978809.12","8750568175853.16","8232726466641.43","8318876812771.34","8836062559320.88","9479785508069.25","9650496600581.18","9316971690156.84","10429123862249.1","11899379650445","12633739292457.2","13275702685688.8","14010686356125.1",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710420021424.76","766511861683.901","814816208611.489","792434727124.965","844918918772.265","811649814115.514","877904059491.375","957332165802.74","1027968570892.25","1071236887499.62","1154381053953.29","1175052599155.97","1194403398875.47","1242532259750.86","1321438100421.35","1403085812662.01","1559516573127.03","1635050538850.25","1730732432768.21","1701373700227.37","1807659190912.93","1989888022736.31","2103287719050","2150334057847.95","2254435512928.14","2309023754517.36","2457812552694.79","2528308608622.02","2606266095451.42","2636530052162.13","2454084724287.39","2652858836180.66","2975527888555.43","3267926340143.66","3378877367982.99","3413265579050.57",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93825565.1155074","97083732.7740046","106386748.301184","115449773.941236","124845534.167738","137932080.261637","125986037.359534","119897913.391294","120428094.408878","120502144.347604","126256390.309105","138045931.115562","145288213.799407","145842934.690891","149153206.297777","156584998.567541","161697836.870742","172204501.045367","162241749.927676","169225654.557021","180769874.14685","183572222.118388","184577180.217699","194868626.17995","195765211.118971","201307890.605551","208309785.843008","219584916.862795","236940414.686441","266025061.381535","262126624.830441","280006016.508552","297820262.390828","292179016.735994","309318883.778787","325243535.473786",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9627138759266.1","10296617750096.3","10947471816745.7","11600402137000.1","12335317538388.5","13187661396068.9","14231509253240.9","15236296629613.5","15641941196655.7","16451604911785.2","17764999529048.6","18855711362176.4","20005959228113.1","21533398861475.6","23854176491257.2","26358790509466","29423639559181.4","32801410560971.6","35405052804960.7","37094843356450.8","40483493670701.3","43912688832870.1","47204280468233","50072583420889.3","52474120777630.7","53921273617559.5","56632236908822.6","60264992886001.8","64830552739172","69138433621931.8","69936098903193.6","78685268425090.7","88266500082936.1","95942916117773.2","102760260101100","110158801155280",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11036141177.0359","10705317389.5147","10230434259.4614","9690677317.61345","9723576382.44674","9816785459.75487","10114976689.7267","10437569699.1005","10937866224.3244","11547065224.7202","12470015424.6204","12313123732.8898","12919323327.4796","13366520348.4469","14575909814.8865","15987084114.6324","17726180110.0306","19112755353.8408","21537348914.5563","22588960792.0782","23340415263.4399","24064073322.1383","24558706027.8925","26269639871.2986","27776082234.7265","28751812176.9414","31373389511.8992","32582920118.6984","34872909268.5795","37942655610.2449","37052231340.4671","40681405923.1634","44350094739.8486","46342710300.8617","49249522331.506","51037468856.8534",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8774425398.49286","10219315477.4154","9923403115.27608","10600339932.7869","11432072300.4318","11756818679.5494","12734163160.4699","13487625494.2905","14546660319.3728","15446745137.3495","15680377604.4608","18567703455.389","19428772090.9352","21753398112.3429","22668376288.5989","23972583774.4234","25623628529.0366","26781044948.8374","28290298182.377","30017466179.7383","32076619107.1026","33699390834.7448","33747006199.5551","35954307150.1016","39372059745.0124","43326258239.039","48588600863.8981","51646498097.6108","54874814697.0095","59410075204.0447","59141995694.5382","62603712698.5219","69539629819.6867","75548153582.4836","81307517201.1442","88265455597.0502",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3571985631.02019","3923822214.745","4201498784.76035","4493808882.32643","4849132818.80668","5264808329.52342","5569792384.06914","5919965671.29342","6248975286.95605","6549444225.29587","7105269419.99932","7245491219.79559","7734094616.85415","8295557833.06742","8653693776.5171","8976169097.95938","9410871915.16932","10172820609.5903","10911588130.2733","11046930397.552","11983120986.0549","12249072330.0695","12901618878.599","14077390565.6674","15261022395.6985","17044155907.2044","18634758487.6727","21376497361.9564","23313723101.7084","25897298178.7629","25760009807.1211","29443353450.974","32197667472.3395","37089933820.0733","39855071468.4125","41860622488.5813",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17563520317.8283","18039349765.7598","20232926691.2074","21963426392.3092","24109873843.3871","26325672249.1251","28534772831.9448","30667316092.2386","32831204099.8077","36940066205.7776","42969607731.5272","48921379074.9794","55656083938.4756","64612058190.617","75349622677.7311","88256902158.75","102875055020.716","118332621200.233","132981732357.82","147918054675.134","164139949926.908","176893542391.214","191632597101.832","208269863967.961","221802511725.486","227790290910.88","229647106575.787","244240022243.58","291745887545.292","321180596449.631","304367346941.67","276462287916.21","308081731002.126","322543473271.925","327337091988.226","329736585932.9",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382153152572.06","1531324093037.61","1626184151641.04","1664908976012.76","1727776261669.6","1815475509028.32","1957673166661.25","2057110531586.18","2192667105770.2","2322089277553.81","2518523508679.72","2648415931156.88","2782482011267.64","2912402897028.26","3224231972335.36","3483525609874.16","3785240319722.61","4117429874271.02","4329453231393.38","4469306139005.73","4741227749196.1","4859296722007.75","5063840503078.7","5147413284295.68","5176564534766.04","5072149304747.81","5226185696845.88","5531853862042.06","5854854981206.93","5973374301922.37","6169615437197.64","6644423071692.97","7446344539434.14","7947707314822.51","8345122336925.41","8755711127488.66",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3534315753.57183","3749164666.73277","3444810632.17159","3632050310.63639","4112961276.51197","4329975161.43321","4494231865.54518","4809594799.33266","5106743987.47539","6421042440.29357","7669022378.49164","8515398518.49085","8023142269.91922","8431854769.44381","8900372885.37362","8570900123.16301","9147097559.32287","9528346555.97984","10051710940.5025","11275214126.9847","12116925279.0257","13207619292.6971","14857418045.5368","12923286386.2084","14807492512.0585","17491558758.1177","19867425734.8315","21239022450.9469","22072877345.296",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7302015144.38578","6892683694.35131","6397199493.26193","6341315006.28575","6614952541.13334","7184288883.49005","7479331657.55203","7904782843.85904","8260603886.39654","8634719686.50612","8931513813.39637","9402283756.20272","10000318210.009","10912071503.1122","12396137238.1232","13712180012.879","15344468578.8632","17375296733.8467","19286329499.1886","19159108636.072","20626275493.213","24691841190.0464","28827895153.548","30272589127.4882","32298614756.1739","31655860016.5362","32468148776.2369","34940501306.6572","39516811632.4633","44456622358.2437","45560002626.38","50053145881.8599","56311372895.311","62729158018.0109","67579102218.002","74226766695.0254",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3876487206.00048","4204974220.97092","3974943055.32608","4514346155.49394","4907676297.38871","5116944166.97909","5767947003.91167","6560643833.90569","7322310594.17353","8303449441.14361","8556603915.6203","9873700733.82933","10996611842.0149","12023092301.1204","13359389787.9263","14647954897.6726","16596153907.1081","18349679163.9719","19989637477.16","21305419652.1035","23004781234.0599","25154428816.7064","26184549692.2646","27901295071.5242","30064933093.9697","34986722839.8131","37700803807.9202","36130431041.8671","38466735958.1982","41503339393.0606","43454882038.8104","46205728911.2947","51654575587.4033","56514089616.6494","59161570416.7195","60500447853.8037",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040954730.77911","4252311546.88183","4430725301.51102","4802161268.71116","4754577303.31524","5330945207.73247","5744419725.87809","5607128251.07425","5827650392.84994","6127206513.99921","6020496210.45361","6106841805.11726","6287417868.53756","6855760839.57039","7373310008.95111","8255919832.8635","10070769270.9595","10139902984.759","10301051552.092","10374730881.1414","10775959021.46","11457213194.7678","12539868166.8489","14306348184.4928","14875055357.1756","15775044970.7205","19136599346.5408","22539620070.5711","23550299208.1808","25064433257.7255","26408154182.6332","27635403694.625","31612656171.1026","35014705830.6397","38147313767.5582","40795887531.1942",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5291732680.09381","5713338569.86525","6224109201.49302","6695451604.81865","7121259303.85552","7582312813.20792","8152571640.83671","8764830013.03536","9401511318.16924","9783492628.41546","10825805990.9956","11440127923.6069","11805526646.0418","12751945865.5715","13661866762.9494","14340688258.2634","15502201805.7782","16839920435.5263","18102076420.0469","18826349036.7341","19892945690.901","21145045368.4349","21675772052.814","23208575041.1718","24334337754.2099","25597955580.231","27741560246.3672","28963344696.0256","29634148312.2324","30858108173.352","27373244659.4645","29138600357.7481","33814851320.1635","36713891756.4564","39487130721.6526","41872584926.5152",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6410072363.38358","7205388185.13623","6829178160.38751","7668613469.16619","7030306343.67203","8378455953.78692","9156093759.72065","9667211208.90712","10156652110.1469","10613744872.6873","11025237005.575","10712639072.8128","11064057833.9813","11926235758.4761","12910787913.9367","13750850277.8735","14841124507.1961","16706556970.2173","18329372044.9302","19978329413.9691","21611136728.3058","23144997068.0643","22999500003.4794","25181923450.6662","25024588183.9773","23972522499.7063","24755675039.6412","24899003391.0601","25268494147.2089","27587532191.9057","29563756336.0156","33831623933.4187","36571691928.9564","38662848058.5451","40285660851.2269","42194891550.8885",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122810506139.263","139083006806.969","154891808950.268","174252991499.706","194368644593.339","217949174450.641","244139235636.696","266535267079.615","249694877222.567","268770475586.283","299208017013.774","307529056856.517","329144531978.247","355071566642.716","389353505935.185","422973326617.09","460368023537.155","502623799375.322","537061439765.158","532195216545.364","578657813401.84","621861803378.808","671523206704.637","698862906454.866","746116305787.407","766027917953.276","803828295814.355","854693620881.573","914713180247.419","967567806880.737","931106663877.47","1022398815013.98","1194025047008.72","1282002684291.74","1380903612305.24","1492996614457.69",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6525292784218.29","6727105680174.01","7107431643792.23","7475560980125.83","7945644153887.4","8330032981553.57","8787938076322.85","9335800493185.07","9859454645776.33","10480570249373.5","11154844854108.3","11523687587939.2","11903771260463.2","12483938825670.9","13304910929472.9","14214783092041.6","15061931997071.6","15780645703032.3","16117170402043","15789704891397.9","16417318613275","17035065403829.7","17726463398019.7","18439343351675.5","19234108546688.7","19894692054350","20488109095636.8","21383316097108.7","22514991666413.5","23445514213473.7","23228602894100.6","25911097971316.6","28562669123425.2","30420542983681.6","32007665941270.9","33557819699508.5",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306693289.23079","5934133854.77143","6505711498.4274","6554721981.0942","6810488168.07239","7224392377.75998","7591428679.33119","8048229364.46233","8406572288.87592","8812782497.42236","9327139076.81049","9649500147.93709","10268715463.1921","10915420256.8168","12584232426.0371","13307073391.4921","14687700517.6245","15896336614.3787","16631951660.205","16784063685.2189","18013988182.4745","19321711402.13","20550227216.2329","21847544464.6311","23966035323.935","24849167508.2085","24880312287.1765","24787610435.4624","25396298133.5144","25469883811.1962","25525198217.6345","27287889637.5942","30806720904.3641","33328321266.2777","35446230511.307","37069626686.0809",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6124299546.75669","6303585937.34555","6576228696.26294","6753760867.93859","7025909093.43333","7349484059.78526","7491559547.85291","7737152662.16133","8604376011.30359","8706977049.89061","8796601713.39436","9648418941.5438","10280284056.4598","10710799712.5381","11038836389.6431","12219683989.871","13343624936.1701","14135852906.1755","15522168134.2495","15924423036.5891","17500575091.7074","18282764961.5946","20722563498.3675","21071366592.3543","22315918540.8947","23372915804.2583","24449454798.7355","26300408744.8811","28231620143.6616","31382459007.1497","35252528622.5792","38905670296.6926","46765903772.7539","49774303274.0188","55255576050.9831","60784101569.7092",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275808209081.344","286157312880.886","306232923675.143","307111711523.799","307976297624.601","314205118750.69","333382647313.997","349092291522.414","362127849920.367","369397533855.774","396713560377.997","429651189635.836","503213336553.28","550850361320.401","617990214726.821","678403997801.772","741699956683.415","812005395929.212","883636567485.631","960541896993.31","1050047441170.07","1128596680690.86","1175405871092.75","1268094051628.1","1374917444173.53","1393399173032.77","1382274968939.12","1409126218184.72","1466986668306.62","1581908571394.07","1586733523426.62","1658304866199.37","1852965137170.42","1985244857800.87","2117352870850.15","2264022356237.62",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8235899133.61883","8498305478.25366","8725550609.63872","8897275983.49386","9390558011.98428","10154249904.4189","10996157197.1806","11629481060.0253","12196681249.827","13239574881.114","14094810964.9104","14838904567.8824","15183115172.9325","15873159638.8124","17165886758.7337","18462276078.3771","19821995460.6091","21392520307.4976","22553839569.6402","21945744533.8682","23192039227.6967","25165708471.7559","26602665591.8129","28187335291.8785","30743442934.0975","33507510695.4469","36662825386.1517","39320729869.7902","37985543205.7636","38779457707.5101","41191106018.3216","47305032464.5981","52468514465.2105","56819122785.7881","60314752542.5872","65057109096.2401",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287113651498.819","304062981620.299","316297738149.629","327867185551.504","344783637581.074","362981260984.618","381493004304.364","406838980206.138","435856592176.551","463551337938.583","507938807993.737","533687179113.153","558243595308.055","556306924381.732","585504395361.107","616539911875.417","673590885532.526","724126664465.208","768245112205.479","743192515393.424","752698442798.631","784643538480.86","798429903639.945","833870397887.156","839056229120.25","863202457350.693","905370307047.098","959996164418.59","1013551388032.4","1081370572466.31","1091779125681.31","1202303330254.13","1391834585371.04","1437170091488.24","1533375443144.24","1579414785562.87",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78008562710.0358","82950739196.1647","87831222909.4072","92498965577.532","99226883580.8922","105530585727.304","116749706015.297","124982801393.026","123936041172.692","135510810892.034","165329731181.73","170117343276.548","172216130987.674","176419190426.248","196215266691.459","222794064409.868","255430311406.896","267954006393.73","300523259167.42","274031747304.462","290614092680.332","316471490528.845","338014968322.197","351440286558.865","350336877097.466","325301565081.798","320615222218.903","352653328314.442","385741275640.784","393765968523.656","375375925969.961","498678309268.732","708957430194.386","594836234715.422","588750471306.345","583775486657.848",
